gene	description	fisher_pvalue	mean_t	mean_lfc
BNC2	basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]	0.0268897620212318	-2.58979664529967	-0.512326767329761
CTNS	cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]	0.0268897620212318	2.02600211490675	0.17741846456398
TNNI3	troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]	0.0272651436114213	2.32129654602001	0.533282267559238
PITPNM1	phosphatidylinositol transfer protein membrane associated 1 [Source:HGNC Symbol;Acc:HGNC:9003]	0.0303482502024151	2.4685918564409	0.303735277576613
FEZ1	fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659]	0.0303482502024151	-1.9691094573767	-0.211155749816126
TGFB1I1	transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]	0.0316346046603828	2.29555324376833	0.815516707614182
TM6SF1	transmembrane 6 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11860]	0.0316346046603828	2.2754763458398	0.291774411620318
RPS6KA5	ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]	0.0316346046603828	-1.53808070846347	-0.173206490281096
FN3K	fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]	0.0316346046603828	2.23156734968337	0.212329730614978
PXDN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]	0.0316346046603828	1.93539338226778	0.447087507816971
MDN1	midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]	0.0326529725920311	-2.28631016048344	-0.223783021360392
MT1X	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]	0.0326529725920311	-2.73950000722847	-0.800940103322785
PTGDS	prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]	0.0326529725920311	-2.22916661466584	-0.753714486332637
RNF14	ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]	0.0326529725920311	1.29820796640825	0.158461582729917
LRRC2	leucine rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14676]	0.0348641359654337	2.26766828716888	0.493863129152233
WNT5A	Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]	0.0358266935602723	-2.46909340901303	-0.389867690484337
PCDH12	protocadherin 12 [Source:HGNC Symbol;Acc:HGNC:8657]	0.0358266935602723	2.05591893216658	0.174768266317105
KRT16	keratin 16 [Source:HGNC Symbol;Acc:HGNC:6423]	0.0363180965116415	1.31648259512026	0.816594121540918
HSPA4L	heat shock protein family A (Hsp70) member 4 like [Source:HGNC Symbol;Acc:HGNC:17041]	0.0370238513797518	1.55588161045446	0.20125303737664
UST	uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223]	0.0373494547783492	-2.02747460808845	-0.221340510550191
MYLK	myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]	0.0394691905177339	-1.54438471667667	-0.255272046488907
SUSD4	sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]	0.0394691905177339	-2.44335144850834	-0.616515995237105
HK2	hexokinase 2 [Source:HGNC Symbol;Acc:HGNC:4923]	0.0404637883741184	1.74266706941823	0.397533996958717
BEAN1	brain expressed associated with NEDD4 1 [Source:HGNC Symbol;Acc:HGNC:24160]	0.0408848120293701	1.26490516115718	0.203075128640643
CHFR	checkpoint with forkhead and ring finger domains [Source:HGNC Symbol;Acc:HGNC:20455]	0.0414959868758757	2.46916754100503	0.178404515013873
SEMA3C	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	0.0414959868758757	-2.28901081108628	-0.274776633399314
SLIT2	slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]	0.0414959868758757	-2.00841172875145	-0.331048980388445
C7	complement C7 [Source:HGNC Symbol;Acc:HGNC:1346]	0.0414959868758757	-1.95905813163767	-0.463770426234713
NPAS2	neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]	0.0415458095180994	2.21348996435317	0.222178507938209
CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]	0.0418757920754224	2.36337672607757	0.228863964351741
CRLF1	cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]	0.0418757920754224	2.34659188308412	0.746991585521053
ITPR1	inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]	0.0418757920754224	-1.60897531795217	-0.109710472187797
CELSR2	cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]	0.0418757920754224	-2.13505880018643	-0.209935873565203
FRZB	frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]	0.0418757920754224	2.0045456714113	0.486497344661163
ALPK3	alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574]	0.0421124031271664	1.62093835516631	0.195350846673692
PGAP2	post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893]	0.0423709852388566	1.95703726465929	0.0974538649657478
FBN2	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	0.0429959126100158	1.89310001769676	0.308897785636222
SORBS3	sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]	0.0429959126100158	1.28746519661222	0.167675678439746
FABP3	fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557]	0.0429959126100158	2.29029661891151	0.341771611445908
SRPX2	sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]	0.0429959126100158	1.70489391950776	0.380518000991363
ARSB	arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]	0.0429959126100158	1.34365225155271	0.107018026295152
LYVE1	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	0.0429959126100158	-2.45483420348471	-0.582237054130954
CLSTN2	calsyntenin 2 [Source:HGNC Symbol;Acc:HGNC:17448]	0.0429959126100158	-2.37239851959722	-0.463968373463242
TNIP1	TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]	0.0429959126100158	2.00802179219312	0.450581125079
ALDH1A1	aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]	0.0436992534026969	-1.36089517811775	-0.278178967915167
PHTF1	putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939]	0.0436992534026969	2.13944438125041	0.0948757035573301
COPG1	COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]	0.0436992534026969	2.41563436677672	0.271542171878348
ENO2	enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]	0.0436992534026969	1.17171923337113	0.187015776978481
KCNQ4	potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298]	0.0436992534026969	1.12808307296691	0.110582639655892
FBLN1	fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]	0.0436992534026969	-1.91109167849396	-0.225975155988994
KCNJ5	potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266]	0.0436992534026969	-2.35958280872553	-0.324450364458004
NOTCH3	notch receptor 3 [Source:HGNC Symbol;Acc:HGNC:7883]	0.0436992534026969	2.20795645472204	0.463579541062516
SLC25A5	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]	0.0437335757188475	2.02510264336863	0.19487394085411
CDON	cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]	0.0437335757188475	-2.32868913015111	-0.346584423134193
BCL6	BCL6 transcription repressor [Source:HGNC Symbol;Acc:HGNC:1001]	0.0441372754963548	-2.17139927226599	-0.308758082403708
PGM1	phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]	0.0441372754963548	-1.97202618580605	-0.261467665929784
COL1A1	collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]	0.0441372754963548	1.66957522107401	0.408741485429389
NIBAN1	niban apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16784]	0.0441372754963548	-1.43741613958437	-0.128288115426774
HAPLN1	hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]	0.0441372754963548	2.41137334291489	0.453903012230385
WIPI1	WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]	0.0441372754963548	2.19207818256104	0.288753015042925
MTFR1	mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]	0.0441372754963548	2.34624645591933	0.215746487696679
AMD1	adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:457]	0.0442362444681471	-2.16202498023233	-0.221055198530631
IPO8	importin 8 [Source:HGNC Symbol;Acc:HGNC:9853]	0.0442362444681471	0.404749827369827	0.00860231150953557
PTPRN2	protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]	0.0446772294435173	-2.02969904127954	-0.14388086177375
PLIN2	perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]	0.0451916567485742	-1.69055218414224	-0.33527834581349
FAT3	FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112]	0.0453713176775564	-1.83883540157533	-0.143710615533076
DIP2C	disco interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150]	0.0453713176775564	1.9876611123296	0.170584498828664
