gene	description	fisher_pvalue	mean_t	mean_lfc
ADAMTSL4	ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]	0.00109528973344231	-1.74782394047029	-0.272597369973005
C4orf54	chromosome 4 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:27741]	0.00109528973344231	-1.75103885602376	-0.409140484910268
EXT1	exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]	0.00110622633562757	2.09544713351758	0.319343387830365
STAMBPL1	STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]	0.00112225323618733	1.18775633734156	0.128022620209721
SORBS2	sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]	0.00121153975243376	2.11131334723465	0.365453622916456
GOLGA2	golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]	0.00121282032323121	2.22201130082748	0.220296802588644
C3orf52	chromosome 3 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:26255]	0.00123938078973463	-0.0857804704397512	0.0105508106546337
CRIP3	cysteine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:17751]	0.00123938078973463	1.83252166846453	0.450080638384662
ASPN	asporin [Source:HGNC Symbol;Acc:HGNC:14872]	0.0012633550989449	2.31442163441631	0.751423391050043
IL6R	interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]	0.00145789389813714	-1.94639630023855	-0.343783324945154
GLIPR2	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]	0.00175266397976749	1.15205906948818	0.22532124818109
TMCC2	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	0.00175266397976749	-2.23024495284523	-0.359818660712716
CEL	carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848]	0.0018042677383457	-2.45171647302875	-0.717119066395352
C1orf105	chromosome 1 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:29591]	0.0018042677383457	-1.92665731006107	-0.80862169331277
PHYHD1	phytanoyl-CoA dioxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23396]	0.0018042677383457	-1.89576273965514	-0.271859423320146
ABTB2	ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]	0.0018042677383457	1.37093999604422	0.251567678886206
INPP4A	inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]	0.0018042677383457	2.00348314622487	0.190009544400745
SUSD4	sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]	0.00183022696048216	-2.24748551961649	-0.67833490204236
LINC00844	long intergenic non-protein coding RNA 844 [Source:HGNC Symbol;Acc:HGNC:45031]	0.00184806890376588	-2.10270920420514	-0.9056750086975
SEC31A	SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]	0.001872367489195	2.43546581447627	0.230562870697281
DPY19L1P1	DPY19L1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:22395]	0.001872367489195	0.445858140354314	-0.0242058727623392
GRB7	growth factor receptor bound protein 7 [Source:HGNC Symbol;Acc:HGNC:4567]	0.00188635291135215	-2.3915160483526	-0.614402148785706
SMIM1	small integral membrane protein 1 (Vel blood group) [Source:HGNC Symbol;Acc:HGNC:44204]	0.00188635291135215	-2.47886299727819	-0.560178479393912
GAL3ST3	galactose-3-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:24144]	0.00209822249423021	-1.35389943094542	-0.106519003443288
ROR2	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	0.00209822249423021	-1.5795931202905	0.0511549316354554
PRDX1	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]	0.00220235597780279	-1.14518345062106	-0.130476676826649
GALNT16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]	0.00220235597780279	-2.09562491542179	-0.300881202783878
CISH	cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]	0.0023026961516388	1.13185298722338	0.0715348843446032
RHBDL3	rhomboid like 3 [Source:HGNC Symbol;Acc:HGNC:16502]	0.0023026961516388	-2.36182667151003	-0.635088102254744
PRMT2	protein arginine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:5186]	0.00232689321677584	2.05179432285321	0.201975503290239
KCNQ4	potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298]	0.00236046689584787	1.89796312802412	0.200804956757864
DPYSL4	dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]	0.00241238307506386	2.19784188286443	0.801189699789681
SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]	0.00246020506447989	-2.22087076869452	-1.11805365971228
CNTN3	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]	0.00249374576369387	-1.74473001694133	-0.411715506419549
OTUD7A	OTU deubiquitinase 7A [Source:HGNC Symbol;Acc:HGNC:20718]	0.00249374576369387	-1.73655387487667	-0.158861844716339
LAMC2	laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]	0.00257007268080761	-2.28910197069595	-0.650252679611796
PTGDS	prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]	0.00261939138097778	-1.01265163718291	0.199419002718611
FYB2	FYN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:27295]	0.00267328081159443	-1.67918839406071	-0.408471447500345
ALYREF	Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]	0.00267328081159443	1.92007680078104	0.316576470440717
NIN	ninein [Source:HGNC Symbol;Acc:HGNC:14906]	0.00267328081159443	1.85474368185208	0.189346475644529
SYNE1	spectrin repeat containing nuclear envelope protein 1 [Source:HGNC Symbol;Acc:HGNC:17089]	0.00267328081159443	1.19734058879358	0.121166908032321
BLM	BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]	0.00267328081159443	-2.31567514299462	-0.616584782355643
FAM81A	family with sequence similarity 81 member A [Source:HGNC Symbol;Acc:HGNC:28379]	0.00267328081159443	-2.28258110400139	-0.240754818803462
XYLT1	xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]	0.00267328081159443	1.31917324852043	0.129679615866529
LRRC77P	leucine rich repeat containing 77, pseudogene [Source:HGNC Symbol;Acc:HGNC:50536]	0.00267328081159443	1.51565939139085	0.362880080191201
SLC1A3	solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941]	0.00267328081159443	-1.85518426568138	-0.379206199148713
COG5	component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857]	0.00267328081159443	-1.40196425656023	-0.306652151464796
DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]	0.00268477365436127	1.19609250637161	0.501272823108876
SLC8A3	solute carrier family 8 member A3 [Source:HGNC Symbol;Acc:HGNC:11070]	0.00268477365436127	0.282946445571248	0.198615364930917
PRICKLE1	prickle planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:17019]	0.00272531673860176	1.96367564562403	0.452064000450365
TMEM132B	transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]	0.00279814128559386	-1.996014915296	-0.51542636898774
PRXL2A	peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]	0.00279814128559386	-1.37881726920969	-0.0743717510183499
JPH1	junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]	0.00283975223563862	-2.14437923549234	-0.332213213518368
TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]	0.00287283658763488	-0.538059087992091	-0.145767189868966
MPP3	MAGUK p55 scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:7221]	0.00290366403042224	-1.61885460859279	-0.338452027909687
ANKRD23	ankyrin repeat domain 23 [Source:HGNC Symbol;Acc:HGNC:24470]	0.00323169734258287	-1.96969224801277	-0.342115789908831
CHL1	cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]	0.00329139731508993	-1.35732517039752	0.185274565141285
FAM149A	family with sequence similarity 149 member A [Source:HGNC Symbol;Acc:HGNC:24527]	0.00339397732909495	-0.998031862658075	-0.0968842077941819
GAB2	GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]	0.00346540031979699	1.6794846337903	0.205552754285052
FGF7	fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685]	0.00359638854437211	-1.29319561187516	-0.175706056193281
CREBL2	cAMP responsive element binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:2350]	0.00360542216485914	1.51877909929726	0.188224243555183
EFHD1	EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]	0.0038353799063327	1.93803130407011	0.358198368336988
MTURN	maturin, neural progenitor differentiation regulator homolog [Source:HGNC Symbol;Acc:HGNC:25457]	0.00400328699028668	2.04566478201522	0.307854193556044
KIFAP3	kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]	0.00400328699028668	2.09764153818635	0.339540035218327
CHGB	chromogranin B [Source:HGNC Symbol;Acc:HGNC:1930]	0.0040203360527817	1.93313763669844	0.676900149228587
PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377]	0.00404768882578643	2.12576346375756	0.391502913959812
GRIP1	glutamate receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18708]	0.00405629578705957	-2.02297960405377	-0.225064255424996
NPPA	natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]	0.00405629578705957	2.25019426427094	0.52536030357373
STING1	stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962]	0.00405629578705957	1.74495009716449	0.222914975666345
BMP7	bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]	0.00415831527745285	-1.82120747414266	-0.419180171196981
CABLES2	Cdk5 and Abl enzyme substrate 2 [Source:HGNC Symbol;Acc:HGNC:16143]	0.00415831527745285	-1.9204766307356	-0.342214390189537
CCDC163	CCDC163 homolog [Source:HGNC Symbol;Acc:HGNC:27003]	0.00415831527745285	-2.47585977720325	-0.713111175189416
FCER1G	Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]	0.00444493861234535	0.487553247318716	0.113522148154651
PLCE1	phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]	0.00452514331473303	1.04768708569863	0.237244661567213
FRRS1L	ferric chelate reductase 1 like [Source:HGNC Symbol;Acc:HGNC:1362]	0.00452514331473303	-1.41229846926862	0.0466550817060954
ZNF385B	zinc finger protein 385B [Source:HGNC Symbol;Acc:HGNC:26332]	0.00452514331473303	2.06297333445529	0.53340712910467
LINC01267	long intergenic non-protein coding RNA 1267 [Source:HGNC Symbol;Acc:HGNC:50320]	0.00480670534117575	0.886895931112056	0.249283405419478
LRRC39	leucine rich repeat containing 39 [Source:HGNC Symbol;Acc:HGNC:28228]	0.00512465520608829	1.22448987564662	-0.0151965733949759
RPS6KA2	ribosomal protein S6 kinase A2 [Source:HGNC Symbol;Acc:HGNC:10431]	0.00558407986760773	1.8753402330996	0.312156122400296
CALM2	calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]	0.00595086282939538	1.63445115094653	0.206040354751994
GOLGA3	golgin A3 [Source:HGNC Symbol;Acc:HGNC:4426]	0.00595086282939538	1.94846428671982	0.172992294927269
LRRC52	leucine rich repeat containing 52 [Source:HGNC Symbol;Acc:HGNC:32156]	0.00595086282939538	0.273169310443493	0.315074667492107
NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997]	0.00618345826152174	1.68849459173496	0.240708581025795
PDK1	pyruvate dehydrogenase kinase 1 [Source:HGNC Symbol;Acc:HGNC:8809]	0.00625155532123965	1.93853348713653	0.19412283722305
KLF2	KLF transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]	0.00675538007265464	0.870882566518702	0.265143778848953
TKTL1	transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]	0.00697961830258577	-1.71067246360726	-0.324232240732064
MEF2C	myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]	0.00697961830258577	2.05494297929242	0.243622304850137
COPG1	COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]	0.00702674849677727	2.23055925864304	0.214573701618941
HEXB	hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]	0.00702674849677727	1.97732643245237	0.329781895058681
ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]	0.00702674849677727	0.874803651515716	0.0755858907886433
HTRA1	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	0.00716307866990758	1.34433329139418	0.267367413824881
MAGEE1	MAGE family member E1 [Source:HGNC Symbol;Acc:HGNC:24934]	0.00716307866990758	1.43514297076289	0.153407191423298
TRAC	T cell receptor alpha constant [Source:HGNC Symbol;Acc:HGNC:12029]	0.00716307866990758	-1.17453512186177	-0.652470272741614
C1orf21	chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494]	0.00716670398860552	1.94124969350261	0.191147395404048
DUSP3	dual specificity phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3069]	0.00724137095705342	2.24157380297984	0.309582337574833
CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]	0.00724137095705342	-2.05206178784597	-0.306597875090759
IL1RAPL1	interleukin 1 receptor accessory protein like 1 [Source:HGNC Symbol;Acc:HGNC:5996]	0.00724137095705342	-1.84820195312327	-0.275931427559282
PLCB1	phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]	0.00724137095705342	1.65183590320364	0.339582152188152
LZTS3	leucine zipper tumor suppressor family member 3 [Source:HGNC Symbol;Acc:HGNC:30139]	0.00724137095705342	-1.87755908995925	-0.179210055357946
CD38	CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]	0.00724137095705342	-1.20153179976363	-0.303512901377016
PRKCH	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	0.00724137095705342	1.66848305374136	0.233705109637294
ATP1B4	ATPase Na+/K+ transporting family member beta 4 [Source:HGNC Symbol;Acc:HGNC:808]	0.00724137095705342	2.02862190641282	1.4336685736812
C14orf28	chromosome 14 open reading frame 28 [Source:HGNC Symbol;Acc:HGNC:19834]	0.00724137095705342	1.63503554152259	0.211502325166705
CSRP3	cysteine and glycine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:2472]	0.00724137095705342	2.02435439377378	0.464346004175652
DHRS7	dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524]	0.00724137095705342	-1.25067332834905	-0.104724201050026
MPZL1	myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226]	0.00724137095705342	0.242832267423253	-0.0206733760456133
