Geneid	HS14	HS15
ENSG00000008277	354	366
ENSG00000008282	1045	1247
ENSG00000008283	289	288
ENSG00000008294	4397	4435
ENSG00000008300	61	52
ENSG00000008311	2223	1995
ENSG00000008323	44	49
ENSG00000008324	103	118
ENSG00000008382	142	179
ENSG00000008394	114	76
ENSG00000008405	360	399
ENSG00000008438	12	9
ENSG00000008441	3223	3196
ENSG00000008513	6907	6620
ENSG00000008516	30	33
ENSG00000008517	326	359
ENSG00000008710	7701	7807
ENSG00000008735	17	10
ENSG00000008838	1291	1314
ENSG00000008853	1295	1205
ENSG00000008869	1689	1619
ENSG00000008952	2166	2018
ENSG00000008988	5343	5675
ENSG00000009307	20407	18815
ENSG00000009335	2443	2460
ENSG00000009413	2216	2290
ENSG00000009694	29	25
ENSG00000009709	1	1
ENSG00000009724	220	193
ENSG00000009765	0	0
ENSG00000009780	382	417
ENSG00000009790	87	62
ENSG00000009830	543	540
ENSG00000009844	600	609
ENSG00000009950	25	9
ENSG00000009954	2998	2930
ENSG00000010017	741	682
ENSG00000010030	7	8
ENSG00000010072	210	283
ENSG00000010165	501	479
ENSG00000010219	265	272
ENSG00000010244	3244	3635
ENSG00000010256	5872	6916
ENSG00000010270	554	571
ENSG00000010278	1145	1114
ENSG00000010282	6556	7091
ENSG00000010292	636	775
ENSG00000010295	781	735
ENSG00000010310	841	743
ENSG00000010318	263	268
ENSG00000010319	738	615
ENSG00000010322	2897	3038
ENSG00000010327	2223	2658
ENSG00000010361	193	178
ENSG00000010379	207	161
ENSG00000010404	628	668
ENSG00000010438	2	1
ENSG00000010539	193	167
ENSG00000010610	385	241
ENSG00000010626	193	222
ENSG00000010671	44	33
ENSG00000010704	215	254
ENSG00000010803	1543	1652
ENSG00000010810	1173	1251
ENSG00000010818	2430	2373
ENSG00000010932	7	28
ENSG00000011007	1081	1119
ENSG00000011009	438	438
ENSG00000011021	1515	1382
ENSG00000011028	2995	4063
ENSG00000011052	0	0
ENSG00000011083	3	11
ENSG00000011105	7112	8960
ENSG00000011114	27	5
ENSG00000011132	252	289
ENSG00000011143	291	284
ENSG00000011198	483	626
ENSG00000011201	416	456
ENSG00000011243	1279	1263
ENSG00000011258	760	690
ENSG00000011260	252	194
ENSG00000011275	3284	3566
ENSG00000011295	1163	1140
ENSG00000011304	1209	1263
ENSG00000011332	10	8
ENSG00000011347	910	789
ENSG00000011376	940	824
ENSG00000011405	2535	2805
ENSG00000011422	72	73
ENSG00000011426	46	220
ENSG00000011451	812	861
ENSG00000011454	2560	2569
ENSG00000011465	16385	13600
ENSG00000011478	77	89
ENSG00000011485	1571	1647
ENSG00000011523	1855	1979
ENSG00000011566	1496	1733
ENSG00000011590	40	55
ENSG00000011600	83	73
ENSG00000011638	2546	2084
ENSG00000011677	1	0
ENSG00000012048	529	565
ENSG00000012061	1165	1381
ENSG00000012124	80	6
ENSG00000012171	1060	978
ENSG00000012174	623	537
ENSG00000012211	132	153
ENSG00000012223	26	35
ENSG00000012232	3330	3269
ENSG00000012504	14	9
ENSG00000012660	661	667
ENSG00000012779	0	0
ENSG00000012817	0	0
ENSG00000012822	4269	3986
ENSG00000012963	3	16
ENSG00000012983	712	717
ENSG00000013016	1270	1258
ENSG00000013275	1030	1066
ENSG00000013288	1680	1713
ENSG00000013293	19	21
ENSG00000013297	48	71
ENSG00000013306	920	870
ENSG00000013364	1230	1291
ENSG00000013374	1133	1026
ENSG00000013375	1026	1104
ENSG00000013392	294	247
ENSG00000013441	2244	2057
ENSG00000013503	525	474
ENSG00000013523	1316	1119
ENSG00000013561	1421	1711
ENSG00000013563	341	353
ENSG00000013573	108	541
ENSG00000013583	366	395
ENSG00000013588	55	54
ENSG00000013619	169	226
ENSG00000013725	35	25
ENSG00000013810	156	189
ENSG00000014123	1346	1376
ENSG00000014138	86	96
ENSG00000014164	166	192
ENSG00000014216	1820	1874
ENSG00000014257	9	7
ENSG00000014641	13600	16018
ENSG00000014824	2336	2550
ENSG00000014914	200	165
ENSG00000014919	650	662
ENSG00000015133	395	272
ENSG00000015153	867	1230
ENSG00000015171	3146	3089
ENSG00000015285	42	41
ENSG00000015413	3	2
ENSG00000015475	178	171
ENSG00000015479	753	720
ENSG00000015520	5	7
ENSG00000015532	856	799
ENSG00000015568	26	19
ENSG00000015592	1	0
ENSG00000015676	2534	2542
ENSG00000016082	0	1
ENSG00000016391	143	141
ENSG00000016402	40	35
ENSG00000016490	1	1
ENSG00000016602	1	2
ENSG00000016864	664	730
ENSG00000017260	1926	2147
ENSG00000017427	46	80
ENSG00000017483	23	44
ENSG00000017797	1361	1288
ENSG00000018189	1350	1385
ENSG00000018236	35	28
ENSG00000018280	82	95
ENSG00000018408	1512	1997
ENSG00000018510	1000	989
ENSG00000018607	1	0
ENSG00000018610	254	315
ENSG00000018625	7679	8376
ENSG00000018699	499	476
ENSG00000018869	80	70
ENSG00000019102	56	52
ENSG00000019144	5220	6872
ENSG00000019169	258	43
ENSG00000019186	0	0
ENSG00000019485	1254	1157
ENSG00000019505	74	146
ENSG00000019549	166	386
ENSG00000019582	5066	4455
ENSG00000019991	164	152
ENSG00000019995	888	899
ENSG00000020129	989	1083
ENSG00000020181	1315	1430
ENSG00000020219	1	2
ENSG00000020256	306	372
ENSG00000020426	294	296
ENSG00000020577	7414	8867
ENSG00000020633	29	37
ENSG00000020922	593	590
ENSG00000021300	332	238
ENSG00000021355	664	599
ENSG00000021461	7	4
ENSG00000021488	9	11
ENSG00000021574	340	341
ENSG00000021645	281	246
ENSG00000021762	675	747
ENSG00000021776	1282	1258
ENSG00000021826	173	205
ENSG00000021852	0	0
ENSG00000022267	6481	8339
ENSG00000022277	987	945
ENSG00000022355	0	0
ENSG00000022556	0	0
ENSG00000022567	965	900
ENSG00000022840	3215	3267
ENSG00000022976	276	263
ENSG00000023041	637	597
ENSG00000023171	232	238
ENSG00000023191	10	203
ENSG00000023228	10178	11148
ENSG00000023287	3079	3056
ENSG00000023318	1318	1394
ENSG00000023330	1440	1889
ENSG00000023445	155	227
ENSG00000023516	4229	3719
ENSG00000023572	316	368
ENSG00000023608	154	162
ENSG00000023697	255	256
ENSG00000023734	1368	1557
ENSG00000023839	26	21
ENSG00000023892	80	80
ENSG00000023902	630	641
ENSG00000023909	225	233
ENSG00000024048	3220	3145
ENSG00000024422	1112	1323
ENSG00000024526	4	19
ENSG00000024862	302	260
ENSG00000025039	3237	3715
ENSG00000025156	495	615
ENSG00000025293	1729	1606
ENSG00000025423	2	1
ENSG00000025434	295	283
ENSG00000025708	295	513
ENSG00000025770	651	681
ENSG00000025772	253	314
ENSG00000025796	2101	1894
ENSG00000025800	2962	3179
ENSG00000026025	5681	5542
ENSG00000026036	177	219
ENSG00000026103	458	384
ENSG00000026297	492	461
ENSG00000026508	671	758
ENSG00000026559	13	14
ENSG00000026652	513	516
ENSG00000026751	28	14
ENSG00000026950	571	489
ENSG00000027001	640	1004
ENSG00000027075	902	1253
ENSG00000027644	30	28
ENSG00000027697	2233	2427
ENSG00000027847	323	381
ENSG00000027869	22	21
ENSG00000028116	387	376
ENSG00000028137	600	540
ENSG00000028203	2205	2141
ENSG00000028277	43	66
ENSG00000028310	984	957
ENSG00000028528	3159	3570
ENSG00000028839	164	233
ENSG00000029153	69	79
ENSG00000029363	2703	2898
ENSG00000029364	977	1228
ENSG00000029534	581	1288
ENSG00000029559	0	0
ENSG00000029639	307	300
ENSG00000029725	1191	1094
ENSG00000029993	108	169
ENSG00000030066	1167	1140
ENSG00000030110	232	263
ENSG00000030304	320	329
ENSG00000030419	359	414
ENSG00000030582	2303	2475
ENSG00000031003	1965	2086
ENSG00000031081	4086	3847
ENSG00000031691	86	79
ENSG00000031698	2423	2295
ENSG00000031823	1224	1285
ENSG00000032219	1264	1012
ENSG00000032389	210	258
ENSG00000032444	917	931
ENSG00000032742	554	372
ENSG00000033011	255	238
ENSG00000033030	523	523
ENSG00000033050	323	276
ENSG00000033100	1513	1523
ENSG00000033122	492	280
ENSG00000033170	374	329
ENSG00000033178	743	787
ENSG00000033327	1522	1779
ENSG00000033627	2094	2264
ENSG00000033800	1465	1308
ENSG00000033867	699	883
ENSG00000034053	0	0
ENSG00000034152	734	760
ENSG00000034239	6	0
ENSG00000034510	1650	2085
ENSG00000034533	212	191
ENSG00000034677	1740	1788
ENSG00000034693	354	336
ENSG00000034713	1863	1875
ENSG00000034971	254	199
ENSG00000035115	874	782
ENSG00000035141	421	345
ENSG00000035403	8000	9879
ENSG00000035499	4	8
ENSG00000035664	3864	2442
ENSG00000035681	792	773
ENSG00000035687	352	322
ENSG00000035720	2	2
ENSG00000035862	2874	2969
ENSG00000035928	1489	1555
ENSG00000036054	842	898
ENSG00000036257	1385	1161
ENSG00000036448	5799	5384
ENSG00000036473	8	3
ENSG00000036530	285	290
ENSG00000036549	1544	1499
ENSG00000036565	2	0
ENSG00000036672	1279	1208
ENSG00000036828	0	0
ENSG00000037042	480	423
ENSG00000037241	120	152
ENSG00000037280	548	438
ENSG00000037474	948	893
ENSG00000037637	1094	1061
ENSG00000037749	1192	1352
ENSG00000037757	282	224
ENSG00000037897	56	78
ENSG00000037965	1	0
ENSG00000038002	132	138
ENSG00000038210	125	154
ENSG00000038219	3496	3431
ENSG00000038274	1385	1519
ENSG00000038295	136	199
ENSG00000038358	970	902
ENSG00000038382	4162	4662
ENSG00000038427	7975	9142
ENSG00000038532	1222	1423
ENSG00000038945	176	179
ENSG00000039068	3	0
ENSG00000039123	1806	1724
ENSG00000039139	33	15
ENSG00000039319	3276	3429
ENSG00000039523	1463	1232
ENSG00000039537	4620	3493
ENSG00000039560	511	539
ENSG00000039600	39	20
ENSG00000039650	697	677
ENSG00000039987	3	4
ENSG00000040199	705	573
ENSG00000040275	155	127
ENSG00000040341	1704	1670
ENSG00000040487	187	177
ENSG00000040531	668	750
ENSG00000040608	17	16
ENSG00000040633	328	286
ENSG00000040731	2	7
ENSG00000040933	1438	1507
ENSG00000041353	7	3
ENSG00000041357	832	837
ENSG00000041515	77	129
ENSG00000041802	613	700
ENSG00000041880	307	382
ENSG00000041982	1091	2570
ENSG00000041988	216	199
ENSG00000042062	341	241
ENSG00000042088	134	172
ENSG00000042286	420	359
ENSG00000042304	0	0
ENSG00000042317	251	269
ENSG00000042429	335	332
ENSG00000042445	757	762
ENSG00000042493	92	56
ENSG00000042753	356	457
ENSG00000042781	1016	640
ENSG00000042813	20	22
ENSG00000042832	54	70
ENSG00000042980	30	52
ENSG00000043039	0	0
ENSG00000043093	688	795
ENSG00000043143	1755	1522
ENSG00000043355	0	0
ENSG00000043462	179	178
ENSG00000043514	658	623
ENSG00000043591	1315	1261
ENSG00000044012	0	0
ENSG00000044090	598	680
ENSG00000044115	10277	9925
ENSG00000044446	1015	1165
ENSG00000044459	528	488
ENSG00000044524	860	1234
ENSG00000044574	6331	8631
ENSG00000046604	4587	3580
ENSG00000046647	330	305
ENSG00000046651	799	847
ENSG00000046653	342	445
ENSG00000046774	0	0
ENSG00000046889	1452	1756
ENSG00000047056	1788	1887
ENSG00000047188	1436	1327
ENSG00000047230	492	459
ENSG00000047249	746	775
ENSG00000047315	2738	2704
ENSG00000047346	1791	1860
ENSG00000047365	203	226
ENSG00000047410	5657	5067
ENSG00000047457	273	339
ENSG00000047578	742	743
ENSG00000047579	311	246
ENSG00000047597	264	356
ENSG00000047617	764	1172
ENSG00000047621	431	486
ENSG00000047634	288	321
ENSG00000047644	1763	1786
ENSG00000047648	223	206
ENSG00000047662	25	21
ENSG00000047849	32649	38504
ENSG00000047932	1054	1232
ENSG00000047936	11	8
ENSG00000048028	3532	3801
ENSG00000048052	1340	1481
ENSG00000048140	404	520
ENSG00000048162	207	216
ENSG00000048342	1130	1093
ENSG00000048392	743	804
ENSG00000048405	709	872
ENSG00000048462	17	1
ENSG00000048471	985	949
ENSG00000048540	260	344
ENSG00000048544	782	834
ENSG00000048545	1	0
ENSG00000048649	2300	2230
ENSG00000048707	8907	8678
ENSG00000048740	3221	3882
ENSG00000048828	4137	4733
ENSG00000048991	715	825
ENSG00000049089	107	111
ENSG00000049130	290	334
ENSG00000049167	527	635
ENSG00000049192	92	115
ENSG00000049239	3178	3275
ENSG00000049245	1477	1538
ENSG00000049246	2471	1962
ENSG00000049247	5	2
ENSG00000049249	2	2
ENSG00000049283	212	191
ENSG00000049323	9313	9196
ENSG00000049449	185	237
ENSG00000049540	3111	6427
ENSG00000049541	178	225
ENSG00000049618	4729	5121
ENSG00000049656	134	193
ENSG00000049759	4430	3837
ENSG00000049768	23	10
ENSG00000049769	527	516
ENSG00000049860	1029	1160
ENSG00000049883	583	574
ENSG00000050030	20	22
ENSG00000050130	633	583
ENSG00000050165	77861	77548
ENSG00000050327	69	65
ENSG00000050344	322	373
ENSG00000050393	334	463
ENSG00000050405	965	1030
ENSG00000050426	1055	1044
ENSG00000050438	22	30
ENSG00000050555	127	46
ENSG00000050628	32	46
ENSG00000050730	1	0
ENSG00000050748	1228	1286
ENSG00000050767	88	135
ENSG00000050820	1568	1800
ENSG00000051009	672	700
ENSG00000051108	2098	2624
ENSG00000051128	106	150
ENSG00000051180	26	30
ENSG00000051341	55	113
ENSG00000051382	1186	1130
ENSG00000051523	529	571
ENSG00000051596	58	74
ENSG00000051620	1279	1286
ENSG00000051825	972	1040
ENSG00000052126	5770	5414
ENSG00000052344	14	12
ENSG00000052723	717	809
ENSG00000052749	589	668
ENSG00000052795	2754	3234
ENSG00000052802	202	204
ENSG00000052841	2049	1947
ENSG00000052850	26	15
ENSG00000053108	1	1
ENSG00000053254	3886	4050
ENSG00000053328	223	203
ENSG00000053371	570	533
ENSG00000053372	271	287
ENSG00000053438	135	147
ENSG00000053501	258	226
ENSG00000053524	44	51
ENSG00000053702	216	187
ENSG00000053747	585	670
ENSG00000053770	1102	1390
ENSG00000053900	689	687
ENSG00000053918	513	592
ENSG00000054116	698	834
ENSG00000054118	3792	3556
ENSG00000054148	423	568
ENSG00000054179	33	28
ENSG00000054219	16	21
ENSG00000054267	1435	1455
ENSG00000054277	20	24
ENSG00000054282	60	9
ENSG00000054356	2	0
ENSG00000054392	199	223
ENSG00000054523	7110	6603
ENSG00000054598	249	326
ENSG00000054611	657	730
ENSG00000054654	11601	11786
ENSG00000054690	198	277
ENSG00000054793	2371	1968
ENSG00000054796	0	0
ENSG00000054803	0	0
ENSG00000054938	14	18
ENSG00000054965	2128	2251
ENSG00000054967	147	166
ENSG00000054983	753	745
ENSG00000055044	586	518
ENSG00000055070	1144	1254
ENSG00000055118	2849	2903
ENSG00000055130	1835	1722
ENSG00000055147	743	687
ENSG00000055163	851	1061
ENSG00000055208	2224	2001
ENSG00000055211	862	801
ENSG00000055332	1742	2689
ENSG00000055483	1093	1081
ENSG00000055609	8832	8718
ENSG00000055732	639	477
ENSG00000055813	121	118
ENSG00000055917	3657	3618
ENSG00000055950	327	315
ENSG00000055955	17	14
ENSG00000055957	2	4
ENSG00000056050	231	198
ENSG00000056097	2656	2923
ENSG00000056277	120	168
ENSG00000056291	0	0
ENSG00000056487	73	49
ENSG00000056558	341	323
ENSG00000056586	2795	3063
ENSG00000056736	125	144
ENSG00000056972	528	615
ENSG00000056998	7	11
ENSG00000057019	2053	2506
ENSG00000057149	0	0
ENSG00000057252	548	593
ENSG00000057294	9258	9864
ENSG00000057468	49	54
ENSG00000057593	14	8
ENSG00000057608	2075	2272
ENSG00000057657	143	221
ENSG00000057663	521	560
ENSG00000057704	298	507
ENSG00000057757	590	571
ENSG00000057935	710	766
ENSG00000058056	3619	3848
ENSG00000058063	1614	1770
ENSG00000058085	78	67
ENSG00000058091	1279	1396
ENSG00000058262	2461	2806
ENSG00000058272	2716	2804
ENSG00000058335	4	12
ENSG00000058404	4301	4772
ENSG00000058453	715	709
ENSG00000058600	929	975
ENSG00000058668	10470	11493
ENSG00000058673	16	23
ENSG00000058729	429	409
ENSG00000058799	257	303
ENSG00000058804	367	375
ENSG00000058866	1256	1048
ENSG00000059122	1694	1441
ENSG00000059145	436	419
ENSG00000059377	123	181
ENSG00000059378	461	676
ENSG00000059573	602	731
ENSG00000059588	1018	883
ENSG00000059691	1328	1262
ENSG00000059728	341	313
ENSG00000059758	695	793
ENSG00000059769	119	125
ENSG00000059804	345	277
ENSG00000059915	92	74
ENSG00000060069	121	151
ENSG00000060138	5159	5721
ENSG00000060140	4	6
ENSG00000060237	13984	14483
ENSG00000060303	0	0
ENSG00000060339	1304	1189
ENSG00000060491	610	613
ENSG00000060558	26	19
ENSG00000060566	0	0
ENSG00000060642	221	218
ENSG00000060656	357	632
ENSG00000060688	513	456
ENSG00000060709	2	2
ENSG00000060718	4	0
ENSG00000060749	1946	1904
ENSG00000060762	3405	4504
ENSG00000060971	1093	1067
ENSG00000060982	182	227
ENSG00000061273	2196	2178
ENSG00000061337	116	149
ENSG00000061455	65	61
ENSG00000061492	0	1
ENSG00000061656	84	98
ENSG00000061676	5559	5884
ENSG00000061794	753	904
ENSG00000061918	445	500
ENSG00000061936	1266	1151
ENSG00000061938	5637	3509
ENSG00000061987	2434	2583
ENSG00000062038	17	3
ENSG00000062096	0	0
ENSG00000062194	1767	1731
ENSG00000062282	40	55
ENSG00000062370	232	195
ENSG00000062485	7585	8147
ENSG00000062524	49	76
ENSG00000062582	16	7
ENSG00000062598	844	848
ENSG00000062650	1582	1520
ENSG00000062716	901	1262
ENSG00000062725	1011	992
ENSG00000062822	175	173
ENSG00000063015	59	76
ENSG00000063046	8223	7282
ENSG00000063127	146	127
ENSG00000063169	307	310
ENSG00000063176	274	263
ENSG00000063177	2623	2792
ENSG00000063180	78	48
ENSG00000063241	512	640
ENSG00000063244	1392	1521
ENSG00000063245	1945	2077
ENSG00000063322	724	720
ENSG00000063438	3	5
ENSG00000063515	0	0
ENSG00000063587	692	626
ENSG00000063601	652	750
ENSG00000063660	2179	2812
ENSG00000063761	294	316
ENSG00000063854	1271	1487
ENSG00000063978	752	793
ENSG00000064012	199	205
ENSG00000064042	7749	8505
ENSG00000064102	405	368
ENSG00000064115	711	776
ENSG00000064195	1	1
ENSG00000064199	25	23
ENSG00000064201	348	435
ENSG00000064205	1022	960
ENSG00000064218	0	0
ENSG00000064225	990	1039
ENSG00000064270	23	12
ENSG00000064300	508	592
ENSG00000064309	595	519
ENSG00000064313	909	1033
ENSG00000064393	13737	15206
ENSG00000064419	1415	1377
ENSG00000064489	5	2
ENSG00000064490	197	180
ENSG00000064545	373	377
ENSG00000064547	18	26
ENSG00000064601	1347	1553
ENSG00000064607	2256	2612
ENSG00000064651	1026	935
ENSG00000064652	191	252
ENSG00000064655	76	48
ENSG00000064666	925	871
ENSG00000064687	160	212
ENSG00000064692	118	158
ENSG00000064703	454	405
ENSG00000064726	2915	3276
ENSG00000064763	491	620
ENSG00000064787	10	5
ENSG00000064835	4	2
ENSG00000064886	20	18
ENSG00000064932	61	43
ENSG00000064933	382	409
ENSG00000064961	313	419
ENSG00000064989	832	1119
ENSG00000064995	750	723
ENSG00000064999	2610	2251
ENSG00000065000	3263	3392
ENSG00000065029	1141	1074
ENSG00000065054	1595	1321
ENSG00000065057	168	160
ENSG00000065060	1930	1904
ENSG00000065135	920	787
ENSG00000065150	3991	3989
ENSG00000065154	882	1013
ENSG00000065183	540	588
ENSG00000065243	1745	1646
ENSG00000065268	297	245
ENSG00000065308	1082	1109
ENSG00000065320	4247	7153
ENSG00000065325	21	31
ENSG00000065328	3	14
ENSG00000065357	335	231
ENSG00000065361	394	476
ENSG00000065371	1	4
ENSG00000065413	562	641
ENSG00000065427	1946	1725
ENSG00000065457	473	478
ENSG00000065485	194	289
ENSG00000065491	386	389
ENSG00000065518	2038	2230
ENSG00000065526	4728	4255
ENSG00000065534	870	1034
ENSG00000065548	890	974
ENSG00000065559	827	869
ENSG00000065600	124	96
ENSG00000065609	23	0
ENSG00000065613	3038	3273
ENSG00000065615	324	375
ENSG00000065618	38	50
ENSG00000065621	131	337
ENSG00000065665	274	344
ENSG00000065675	18	15
ENSG00000065717	1334	1310
ENSG00000065802	2076	2268
ENSG00000065809	272	270
ENSG00000065833	1022	814
ENSG00000065882	2728	2800
ENSG00000065883	2452	2494
ENSG00000065911	210	270
ENSG00000065923	420	485
ENSG00000065970	1316	1261
ENSG00000065978	7162	8141
ENSG00000065989	389	247
ENSG00000066027	1502	1713
ENSG00000066032	1	3
ENSG00000066044	871	895
ENSG00000066056	1444	1374
ENSG00000066084	1592	1648
ENSG00000066117	620	614
ENSG00000066135	439	413
ENSG00000066136	1570	1817
ENSG00000066185	45	38
ENSG00000066230	34	34
ENSG00000066248	24	24
ENSG00000066279	57	120
ENSG00000066294	159	176
ENSG00000066322	498	458
ENSG00000066336	96	100
ENSG00000066379	0	0
ENSG00000066382	106	81
ENSG00000066405	61	63
ENSG00000066422	712	624
ENSG00000066427	824	873
ENSG00000066455	827	905
ENSG00000066468	109	98
ENSG00000066557	283	327
ENSG00000066583	767	1068
ENSG00000066629	1050	1149
ENSG00000066651	607	473
ENSG00000066654	1068	1139
ENSG00000066697	226	258
ENSG00000066735	625	448
ENSG00000066739	2280	2381
ENSG00000066777	2719	2700
ENSG00000066813	1	2
ENSG00000066827	325	317
ENSG00000066855	399	547
ENSG00000066923	113	136
ENSG00000066926	783	886
ENSG00000066933	3245	2933
ENSG00000067048	0	2
ENSG00000067057	3552	3745
ENSG00000067064	481	465
ENSG00000067066	1934	2244
ENSG00000067082	1384	2032
ENSG00000067113	920	1158
ENSG00000067141	1056	1015
ENSG00000067167	1331	1597
ENSG00000067177	578	632
ENSG00000067182	661	756
ENSG00000067191	168	169
ENSG00000067208	1933	1800
ENSG00000067221	276	364
ENSG00000067225	16216	19761
ENSG00000067248	1076	1071
ENSG00000067334	1052	890
ENSG00000067365	484	468
ENSG00000067369	2953	2459
ENSG00000067445	315	275
ENSG00000067533	443	598
ENSG00000067560	1715	1773
ENSG00000067596	1243	1154
ENSG00000067601	0	0
ENSG00000067606	294	256
ENSG00000067646	2	0
ENSG00000067704	2260	2193
ENSG00000067715	13	11
ENSG00000067798	316	360
ENSG00000067829	976	1000
ENSG00000067836	345	408
ENSG00000067840	192	190
ENSG00000067842	1	4
ENSG00000067900	3196	3061
