Geneid	HS18	HS19
ENSG00000234913	61	138
ENSG00000234915	14	13
ENSG00000234917	5	1
ENSG00000234918	0	0
ENSG00000234919	2	0
ENSG00000234921	0	0
ENSG00000234922	0	0
ENSG00000234925	62	92
ENSG00000234927	0	0
ENSG00000234928	0	0
ENSG00000234929	0	0
ENSG00000234931	2	1
ENSG00000234932	0	0
ENSG00000234933	16	17
ENSG00000234934	0	0
ENSG00000234936	10	15
ENSG00000234937	24	35
ENSG00000234938	0	0
ENSG00000234939	0	0
ENSG00000234940	0	0
ENSG00000234941	0	0
ENSG00000234942	0	1
ENSG00000234943	115	174
ENSG00000234944	1	6
ENSG00000234945	42	52
ENSG00000234946	14	26
ENSG00000234948	2	4
ENSG00000234949	16	18
ENSG00000234950	0	0
ENSG00000234952	0	0
ENSG00000234953	34	50
ENSG00000234956	0	0
ENSG00000234958	0	0
ENSG00000234961	0	1
ENSG00000234962	0	0
ENSG00000234964	16	6
ENSG00000234965	12	44
ENSG00000234967	0	0
ENSG00000234969	36	67
ENSG00000234973	0	0
ENSG00000234975	19	27
ENSG00000234977	3	5
ENSG00000234979	0	0
ENSG00000234981	3	0
ENSG00000234982	44	64
ENSG00000234983	0	0
ENSG00000234984	0	0
ENSG00000234985	8	1
ENSG00000234986	0	0
ENSG00000234988	0	0
ENSG00000234993	1	0
ENSG00000234995	5	11
ENSG00000234996	6	15
ENSG00000234997	1	3
ENSG00000234998	6	7
ENSG00000234999	12	6
ENSG00000235001	2	4
ENSG00000235002	1	2
ENSG00000235004	0	0
ENSG00000235005	0	2
ENSG00000235007	0	0
ENSG00000235008	11	20
ENSG00000235009	0	4
ENSG00000235010	8	9
ENSG00000235011	0	0
ENSG00000235012	31	31
ENSG00000235013	18	19
ENSG00000235014	0	0
ENSG00000235015	0	0
ENSG00000235016	68	118
ENSG00000235018	11	22
ENSG00000235020	477	752
ENSG00000235021	1	1
ENSG00000235023	0	3
ENSG00000235024	0	0
ENSG00000235026	1	5
ENSG00000235027	55	46
ENSG00000235028	0	0
ENSG00000235029	1	0
ENSG00000235032	6	7
ENSG00000235033	71	142
ENSG00000235034	3	1
ENSG00000235035	0	1
ENSG00000235036	25	40
ENSG00000235038	1	21
ENSG00000235039	0	0
ENSG00000235040	0	0
ENSG00000235042	0	0
ENSG00000235043	12	20
ENSG00000235044	1	2
ENSG00000235045	1	3
ENSG00000235047	0	2
ENSG00000235049	3	3
ENSG00000235050	2153	2386
ENSG00000235051	0	5
ENSG00000235052	2	5
ENSG00000235054	0	0
ENSG00000235055	2	6
ENSG00000235056	0	0
ENSG00000235058	0	0
ENSG00000235059	0	0
ENSG00000235060	8	17
ENSG00000235061	4	0
ENSG00000235062	0	0
ENSG00000235064	16	17
ENSG00000235065	13	19
ENSG00000235066	57	91
ENSG00000235069	0	0
ENSG00000235070	1	1
ENSG00000235071	9	25
ENSG00000235072	11	35
ENSG00000235076	0	0
ENSG00000235077	0	0
ENSG00000235078	11	17
ENSG00000235079	14	19
ENSG00000235080	0	0
ENSG00000235081	0	0
ENSG00000235082	8	10
ENSG00000235083	0	0
ENSG00000235084	1	6
ENSG00000235085	4	6
ENSG00000235086	0	0
ENSG00000235088	23	34
ENSG00000235089	0	0
ENSG00000235090	14	36
ENSG00000235091	1	1
ENSG00000235092	74	134
ENSG00000235094	0	0
ENSG00000235095	13	41
ENSG00000235096	26	40
ENSG00000235097	0	1
ENSG00000235098	43	142
ENSG00000235099	0	0
ENSG00000235100	42	67
ENSG00000235101	0	1
ENSG00000235102	0	0
ENSG00000235105	50	114
ENSG00000235106	255	413
ENSG00000235108	0	0
ENSG00000235109	267	394
ENSG00000235110	0	0
ENSG00000235111	16	68
ENSG00000235112	15	26
ENSG00000235113	0	0
ENSG00000235115	0	0
ENSG00000235118	0	2
ENSG00000235119	1	3
ENSG00000235120	0	1
ENSG00000235121	42	79
ENSG00000235122	0	0
ENSG00000235123	0	1
ENSG00000235124	0	0
ENSG00000235126	0	0
ENSG00000235127	1	0
ENSG00000235128	33	39
ENSG00000235129	2	3
ENSG00000235131	0	0
ENSG00000235133	0	0
ENSG00000235136	0	0
ENSG00000235137	0	0
ENSG00000235138	53	88
ENSG00000235139	0	0
ENSG00000235140	3	4
ENSG00000235141	18	25
ENSG00000235142	0	2
ENSG00000235143	0	1
ENSG00000235145	11	17
ENSG00000235146	0	0
ENSG00000235147	0	0
ENSG00000235148	0	0
ENSG00000235149	0	1
ENSG00000235150	1	0
ENSG00000235151	0	0
ENSG00000235152	0	0
ENSG00000235154	0	0
ENSG00000235156	0	6
ENSG00000235158	1	9
ENSG00000235159	131	168
ENSG00000235160	464	1995
ENSG00000235162	21	41
ENSG00000235163	0	0
ENSG00000235165	0	0
ENSG00000235166	0	1
ENSG00000235168	0	0
ENSG00000235169	71	242
ENSG00000235170	0	0
ENSG00000235172	2	10
ENSG00000235173	220	285
ENSG00000235174	234	294
ENSG00000235175	0	0
ENSG00000235180	0	2
ENSG00000235181	0	0
ENSG00000235182	0	0
ENSG00000235183	14	14
ENSG00000235185	4	3
ENSG00000235186	0	0
ENSG00000235189	4	10
ENSG00000235190	0	0
ENSG00000235191	8	10
ENSG00000235192	2	10
ENSG00000235194	378	692
ENSG00000235196	20	23
ENSG00000235197	4	8
ENSG00000235198	2	0
ENSG00000235199	0	0
ENSG00000235200	0	0
ENSG00000235201	0	0
ENSG00000235202	3	0
ENSG00000235203	0	0
ENSG00000235204	9	15
ENSG00000235205	310	368
ENSG00000235207	4	11
ENSG00000235208	0	0
ENSG00000235209	0	0
ENSG00000235211	0	1
ENSG00000235213	0	1
ENSG00000235214	1	1
ENSG00000235215	0	3
ENSG00000235217	199	312
ENSG00000235218	0	0
ENSG00000235219	0	0
ENSG00000235221	0	0
ENSG00000235224	10	18
ENSG00000235225	11	7
ENSG00000235226	0	0
ENSG00000235227	0	0
ENSG00000235232	0	0
ENSG00000235235	0	0
ENSG00000235236	8	7
ENSG00000235237	0	0
ENSG00000235238	0	0
ENSG00000235239	0	1
ENSG00000235240	3	2
ENSG00000235241	0	0
ENSG00000235242	0	0
ENSG00000235243	0	0
ENSG00000235244	1101	1309
ENSG00000235246	4	3
ENSG00000235248	0	0
ENSG00000235251	10	10
ENSG00000235253	77	124
ENSG00000235254	1	0
ENSG00000235256	0	0
ENSG00000235257	595	907
ENSG00000235258	34	52
ENSG00000235262	17	20
ENSG00000235263	0	1
ENSG00000235264	1	0
ENSG00000235266	1	1
ENSG00000235267	9	17
ENSG00000235268	8	34
ENSG00000235269	0	0
ENSG00000235271	11	18
ENSG00000235272	104	149
ENSG00000235274	2	5
ENSG00000235275	0	0
ENSG00000235277	0	4
ENSG00000235278	12	19
ENSG00000235279	77	110
ENSG00000235280	6	15
ENSG00000235281	0	0
ENSG00000235282	0	1
ENSG00000235284	4	11
ENSG00000235285	1	0
ENSG00000235286	66	111
ENSG00000235288	1	3
ENSG00000235289	0	0
ENSG00000235290	0	0
ENSG00000235292	15	12
ENSG00000235293	0	0
ENSG00000235294	0	3
ENSG00000235295	16	22
ENSG00000235296	17	16
ENSG00000235297	240	299
ENSG00000235298	9	9
ENSG00000235299	13	26
ENSG00000235300	1	20
ENSG00000235301	0	0
ENSG00000235303	0	1
ENSG00000235304	0	2
ENSG00000235306	3	4
ENSG00000235308	3	19
ENSG00000235310	7	46
ENSG00000235312	0	0
ENSG00000235313	23	42
ENSG00000235314	121	203
ENSG00000235315	0	0
ENSG00000235316	161	218
ENSG00000235318	3	2
ENSG00000235319	3	8
ENSG00000235321	29	8
ENSG00000235323	0	0
ENSG00000235325	0	0
ENSG00000235328	7	12
ENSG00000235329	0	0
ENSG00000235330	11	8
ENSG00000235332	2	2
ENSG00000235333	0	0
ENSG00000235334	0	0
ENSG00000235335	0	1
ENSG00000235337	4	1
ENSG00000235338	2	0
ENSG00000235339	1	1
ENSG00000235343	0	0
ENSG00000235347	37	65
ENSG00000235349	1	0
ENSG00000235350	0	0
ENSG00000235351	6	38
ENSG00000235352	0	1
ENSG00000235354	7	10
ENSG00000235356	0	0
ENSG00000235357	0	1
ENSG00000235358	11	17
ENSG00000235361	0	0
ENSG00000235363	11	18
ENSG00000235366	1	19
ENSG00000235368	0	0
ENSG00000235369	0	0
ENSG00000235370	1	8
ENSG00000235371	77	74
ENSG00000235374	55	98
ENSG00000235376	10	10
ENSG00000235377	0	0
ENSG00000235378	0	0
ENSG00000235379	0	0
ENSG00000235381	166	188
ENSG00000235382	0	1
ENSG00000235385	0	0
ENSG00000235386	1	0
ENSG00000235387	250	303
ENSG00000235389	1	2
ENSG00000235390	0	2
ENSG00000235397	178	275
ENSG00000235399	0	0
ENSG00000235400	1	1
ENSG00000235403	0	0
ENSG00000235407	0	1
ENSG00000235408	41	32
ENSG00000235410	0	6
ENSG00000235411	0	2
ENSG00000235412	0	0
ENSG00000235413	23	35
ENSG00000235414	5	7
ENSG00000235415	1	1
ENSG00000235416	0	2
ENSG00000235419	6	21
ENSG00000235420	0	0
ENSG00000235421	0	1
ENSG00000235422	0	0
ENSG00000235424	4	4
ENSG00000235425	0	0
ENSG00000235426	13	39
ENSG00000235427	58	89
ENSG00000235429	7	13
ENSG00000235430	0	0
ENSG00000235431	0	0
ENSG00000235432	0	0
ENSG00000235433	1	2
ENSG00000235434	1	3
ENSG00000235435	0	0
ENSG00000235436	0	0
ENSG00000235437	542	682
ENSG00000235438	9	9
ENSG00000235440	29	43
ENSG00000235444	0	0
ENSG00000235445	29	44
ENSG00000235446	0	0
ENSG00000235447	0	2
ENSG00000235448	12	28
ENSG00000235449	16	7
ENSG00000235450	2	2
ENSG00000235451	0	0
ENSG00000235453	73	125
ENSG00000235454	1	1
ENSG00000235455	1	0
ENSG00000235459	1	6
ENSG00000235461	1	2
ENSG00000235462	0	0
ENSG00000235463	0	0
ENSG00000235464	0	0
ENSG00000235467	0	1
ENSG00000235469	0	0
ENSG00000235470	0	0
ENSG00000235472	2	3
ENSG00000235478	5	1
ENSG00000235479	0	0
ENSG00000235480	7	7
ENSG00000235481	25	20
ENSG00000235482	0	0
ENSG00000235483	0	2
ENSG00000235485	3	3
ENSG00000235486	0	1
ENSG00000235488	46	38
ENSG00000235489	0	2
ENSG00000235491	0	0
ENSG00000235492	0	0
ENSG00000235493	0	1
ENSG00000235494	3	5
ENSG00000235495	0	0
ENSG00000235497	0	0
ENSG00000235499	0	0
ENSG00000235500	1	2
ENSG00000235501	237	356
ENSG00000235503	0	0
ENSG00000235505	0	1
ENSG00000235508	2	3
ENSG00000235510	0	4
ENSG00000235511	0	0
ENSG00000235512	0	0
ENSG00000235513	68	177
ENSG00000235514	2	11
ENSG00000235518	2	12
ENSG00000235519	0	0
ENSG00000235521	0	0
ENSG00000235522	37	57
ENSG00000235523	0	0
ENSG00000235524	0	0
ENSG00000235525	0	0
ENSG00000235526	0	0
ENSG00000235527	19	28
ENSG00000235529	47	69
ENSG00000235530	51	77
ENSG00000235531	258	439
ENSG00000235532	46	38
ENSG00000235533	41	40
ENSG00000235534	0	0
ENSG00000235535	1821	1641
ENSG00000235537	4	3
ENSG00000235538	24	33
ENSG00000235539	0	0
ENSG00000235544	0	0
ENSG00000235545	4	13
ENSG00000235546	0	0
ENSG00000235547	0	0
ENSG00000235548	1	0
ENSG00000235549	0	0
ENSG00000235550	0	0
ENSG00000235552	154	236
ENSG00000235554	4	7
ENSG00000235555	0	0
ENSG00000235558	0	0
ENSG00000235559	0	0
ENSG00000235560	21	20
ENSG00000235563	1	5
ENSG00000235564	0	0
ENSG00000235568	43	197
ENSG00000235570	0	0
ENSG00000235571	0	3
ENSG00000235572	0	0
ENSG00000235573	15	20
ENSG00000235574	3	4
ENSG00000235575	0	3
ENSG00000235576	3	17
ENSG00000235578	0	0
ENSG00000235579	62	83
ENSG00000235581	0	0
ENSG00000235582	5	5
ENSG00000235583	0	0
ENSG00000235584	0	0
ENSG00000235586	30	25
ENSG00000235587	5	11
ENSG00000235590	26	27
ENSG00000235592	2	1
ENSG00000235593	17	64
ENSG00000235594	0	0
ENSG00000235595	0	2
ENSG00000235597	0	1
ENSG00000235598	0	0
ENSG00000235601	0	0
ENSG00000235602	7	22
ENSG00000235605	0	0
ENSG00000235606	0	0
ENSG00000235608	0	0
ENSG00000235609	16	60
ENSG00000235610	0	0
ENSG00000235612	2	3
ENSG00000235613	64	56
ENSG00000235615	1	0
ENSG00000235616	0	5
ENSG00000235617	0	0
ENSG00000235618	0	6
ENSG00000235619	23	30
ENSG00000235620	0	0
ENSG00000235621	1	3
ENSG00000235623	2	0
ENSG00000235625	0	0
ENSG00000235626	0	0
ENSG00000235627	0	0
ENSG00000235628	0	0
ENSG00000235629	2	6
ENSG00000235631	25	14
ENSG00000235635	12	4
ENSG00000235636	27	20
ENSG00000235637	5	29
ENSG00000235638	0	0
ENSG00000235639	0	1
ENSG00000235640	0	2
ENSG00000235641	245	314
ENSG00000235642	0	0
ENSG00000235643	0	1
ENSG00000235644	0	0
ENSG00000235645	0	0
ENSG00000235646	0	0
ENSG00000235647	0	0
ENSG00000235649	44	4
ENSG00000235651	17	44
ENSG00000235652	316	528
ENSG00000235653	0	0
ENSG00000235655	45	16
ENSG00000235656	5	4
ENSG00000235659	0	0
ENSG00000235660	11	11
ENSG00000235661	0	0
ENSG00000235663	0	0
ENSG00000235665	7	15
ENSG00000235669	11	40
ENSG00000235670	2	1
ENSG00000235672	10	21
ENSG00000235673	7	4
ENSG00000235674	16	20
ENSG00000235677	45	44
ENSG00000235678	0	0
ENSG00000235679	0	0
ENSG00000235681	0	3
ENSG00000235683	27	43
ENSG00000235685	0	0
ENSG00000235686	8	5
ENSG00000235687	0	0
ENSG00000235688	0	3
ENSG00000235689	0	0
ENSG00000235690	0	0
ENSG00000235695	16	17
ENSG00000235698	29	39
ENSG00000235699	0	0
ENSG00000235700	3	8
ENSG00000235701	12	24
ENSG00000235703	432	646
ENSG00000235705	0	0
ENSG00000235706	118	193
ENSG00000235707	0	1
ENSG00000235710	0	0
ENSG00000235711	4	1
ENSG00000235713	0	0
ENSG00000235716	0	0
ENSG00000235717	0	0
ENSG00000235718	3	4
ENSG00000235720	26	30
ENSG00000235721	0	1
ENSG00000235724	2	7
ENSG00000235725	16	6
ENSG00000235726	11	70
ENSG00000235728	0	6
ENSG00000235729	0	0
ENSG00000235730	0	0
ENSG00000235731	41	73
ENSG00000235734	18	18
ENSG00000235735	0	0
ENSG00000235736	0	2
ENSG00000235737	2	1
ENSG00000235738	0	0
ENSG00000235740	45	45
ENSG00000235741	0	0
ENSG00000235742	1	0
ENSG00000235743	0	0
ENSG00000235746	0	0
ENSG00000235748	0	3
ENSG00000235749	1	2
ENSG00000235750	553	1010
ENSG00000235756	0	0
ENSG00000235759	0	0
ENSG00000235760	15	38
ENSG00000235761	0	0
ENSG00000235763	8	4
ENSG00000235768	4	5
ENSG00000235770	13	51
ENSG00000235772	6	9
ENSG00000235774	0	0
ENSG00000235775	2	1
ENSG00000235776	59	66
ENSG00000235777	13	29
ENSG00000235778	4	4
ENSG00000235779	0	3
ENSG00000235780	0	0
ENSG00000235781	0	0
ENSG00000235782	1	8
ENSG00000235784	19	4
ENSG00000235785	3	3
ENSG00000235786	22	15
ENSG00000235787	0	0
ENSG00000235790	46	55
ENSG00000235794	0	0
ENSG00000235795	9	11
ENSG00000235797	0	0
ENSG00000235802	6	1
ENSG00000235803	0	1
ENSG00000235804	0	0
ENSG00000235805	0	0
ENSG00000235806	1	5
ENSG00000235808	6	8
ENSG00000235810	0	1
ENSG00000235811	0	0
ENSG00000235812	18	19
ENSG00000235813	0	0
ENSG00000235815	1	1
ENSG00000235816	33	36
ENSG00000235817	0	0
ENSG00000235818	0	1
ENSG00000235819	0	1
ENSG00000235820	13	11
ENSG00000235821	0	0
ENSG00000235823	285	255
ENSG00000235824	0	0
ENSG00000235827	0	1
ENSG00000235828	1	1
ENSG00000235829	3	8
ENSG00000235830	7	20
ENSG00000235831	24	92
ENSG00000235832	3	20
ENSG00000235833	0	0
ENSG00000235834	9	30
ENSG00000235836	0	0
ENSG00000235837	21	21
ENSG00000235838	0	0
ENSG00000235840	0	4
ENSG00000235843	2	2
ENSG00000235845	0	0
ENSG00000235847	32	18
ENSG00000235848	24	25
ENSG00000235849	0	1
ENSG00000235852	27	38
ENSG00000235855	0	0
ENSG00000235857	0	0
ENSG00000235858	0	0
ENSG00000235859	101	184
ENSG00000235861	0	0
ENSG00000235862	1	0
ENSG00000235863	0	0
ENSG00000235864	1	0
ENSG00000235865	438	741
ENSG00000235868	3	2
ENSG00000235869	39	73
ENSG00000235871	0	0
ENSG00000235872	18	13
ENSG00000235875	4	6
ENSG00000235876	0	3
ENSG00000235879	1	4
ENSG00000235880	0	4
ENSG00000235881	0	0
ENSG00000235884	0	0
ENSG00000235885	2	4
ENSG00000235886	0	0
ENSG00000235887	0	0
ENSG00000235888	20	61
ENSG00000235890	29	279
ENSG00000235892	0	0
ENSG00000235893	0	0
ENSG00000235895	0	0
ENSG00000235897	9	7
ENSG00000235899	6	0
ENSG00000235901	0	0
ENSG00000235902	661	232
ENSG00000235903	10	27
ENSG00000235904	164	166
ENSG00000235907	0	3
ENSG00000235908	15	23
ENSG00000235910	62	83
ENSG00000235911	0	0
ENSG00000235912	83	97
ENSG00000235914	24	53
ENSG00000235916	11	17
ENSG00000235917	6	18
ENSG00000235919	29	70
ENSG00000235920	35	42
ENSG00000235922	0	0
ENSG00000235924	0	5
ENSG00000235926	0	0
ENSG00000235927	480	380
ENSG00000235929	0	0
ENSG00000235930	0	2
ENSG00000235931	0	0
ENSG00000235932	0	0
ENSG00000235933	20	48
ENSG00000235934	0	0
ENSG00000235937	41	46
ENSG00000235939	0	0
ENSG00000235940	347	240
ENSG00000235942	0	0
ENSG00000235943	0	0
ENSG00000235944	0	0
ENSG00000235945	85	151
ENSG00000235946	2	2
ENSG00000235947	40	92
ENSG00000235951	0	0
ENSG00000235954	844	1337
ENSG00000235955	0	4
ENSG00000235957	12	28
ENSG00000235958	31	63
ENSG00000235959	0	0
ENSG00000235961	46	40
ENSG00000235962	0	2
ENSG00000235963	0	7
ENSG00000235964	0	1
ENSG00000235965	0	0
ENSG00000235967	13	34
ENSG00000235968	1	0
ENSG00000235969	0	0
ENSG00000235972	0	0
ENSG00000235974	2	15
ENSG00000235975	0	1
ENSG00000235976	0	0
ENSG00000235978	57	92
ENSG00000235979	4	12
ENSG00000235981	0	0
ENSG00000235984	1	11
ENSG00000235988	0	1
ENSG00000235989	24	39
ENSG00000235990	0	0
ENSG00000235991	4	18
ENSG00000235992	0	0
ENSG00000235993	0	22
ENSG00000235994	3	13
ENSG00000235995	3	0
ENSG00000235996	0	0
ENSG00000235997	563	195
ENSG00000235998	0	0
ENSG00000236003	19	18
ENSG00000236004	9	12
ENSG00000236005	0	1
ENSG00000236007	28	43
ENSG00000236008	27	306
ENSG00000236009	0	0
ENSG00000236012	0	0
ENSG00000236013	78	209
ENSG00000236015	15	43
ENSG00000236017	0	0
ENSG00000236018	44	79
ENSG00000236021	14	46
ENSG00000236022	0	0
ENSG00000236024	2	2
ENSG00000236025	0	0
ENSG00000236026	0	0
ENSG00000236027	1	5
ENSG00000236028	3	15
ENSG00000236031	0	0
ENSG00000236032	0	0
ENSG00000236035	34	47
ENSG00000236036	0	0
ENSG00000236039	4	2
ENSG00000236040	0	0
ENSG00000236041	0	0
ENSG00000236042	0	0
ENSG00000236044	21	19
ENSG00000236045	5	8
ENSG00000236046	0	0
ENSG00000236047	35	71
ENSG00000236048	8	14
ENSG00000236049	0	1
ENSG00000236051	10	16
ENSG00000236052	0	0
ENSG00000236053	0	0
ENSG00000236054	1	2
ENSG00000236056	82	61
ENSG00000236058	0	1
ENSG00000236060	10	10
ENSG00000236062	1	1
ENSG00000236064	18	42
ENSG00000236065	0	0
ENSG00000236068	0	1
ENSG00000236069	0	1
ENSG00000236072	0	0
ENSG00000236073	8	17
ENSG00000236075	0	0
ENSG00000236076	1	4
ENSG00000236077	0	4
ENSG00000236078	11	10
ENSG00000236079	0	0
ENSG00000236080	0	0
ENSG00000236081	4	14
ENSG00000236083	0	0
ENSG00000236085	0	0
ENSG00000236086	21	51
ENSG00000236088	219	328
ENSG00000236090	8	11
ENSG00000236091	3	3
ENSG00000236094	0	0
ENSG00000236095	15	18
ENSG00000236097	0	0
ENSG00000236098	4	5
ENSG00000236099	0	0
ENSG00000236101	0	2
ENSG00000236102	0	1
ENSG00000236104	0	0
ENSG00000236105	0	1
ENSG00000236106	0	0
ENSG00000236107	7	26
ENSG00000236108	1	0
ENSG00000236109	0	0
ENSG00000236110	1	2
ENSG00000236111	0	0
ENSG00000236114	13	24
ENSG00000236115	3	6
ENSG00000236116	0	0
ENSG00000236117	0	0
ENSG00000236118	0	0
ENSG00000236119	0	0
ENSG00000236120	6	46
ENSG00000236121	0	0
ENSG00000236123	0	2
ENSG00000236124	0	0
ENSG00000236125	2	1
ENSG00000236126	0	0
ENSG00000236129	0	0
ENSG00000236130	0	1
ENSG00000236131	0	0
ENSG00000236132	5	9
ENSG00000236133	2	5
ENSG00000236136	4	9
ENSG00000236137	3	2
ENSG00000236138	0	3
ENSG00000236140	1	3
ENSG00000236141	0	0
ENSG00000236144	213	234
ENSG00000236145	0	0
ENSG00000236146	1	0
ENSG00000236148	0	1
ENSG00000236151	0	0
ENSG00000236152	29	60
ENSG00000236153	2	4
ENSG00000236154	0	3
ENSG00000236155	15	37
ENSG00000236156	0	0
ENSG00000236158	0	0
ENSG00000236159	5	4
ENSG00000236160	0	0
ENSG00000236162	0	0
ENSG00000236164	0	0
ENSG00000236165	9	21
ENSG00000236167	0	0
ENSG00000236168	0	1
ENSG00000236170	0	0
ENSG00000236171	0	0
ENSG00000236172	0	0
ENSG00000236173	0	0
ENSG00000236175	0	0
ENSG00000236176	0	0
ENSG00000236179	0	0
ENSG00000236180	2	3
ENSG00000236182	9	6
ENSG00000236184	9	20
ENSG00000236185	0	2
ENSG00000236187	24	23
ENSG00000236188	3	13
ENSG00000236189	0	0
ENSG00000236190	0	0
ENSG00000236191	1	4
ENSG00000236193	0	0
ENSG00000236194	37	94
ENSG00000236195	0	0
ENSG00000236197	52	87
ENSG00000236199	0	0
ENSG00000236200	84	135
ENSG00000236202	0	0
ENSG00000236204	107	183
ENSG00000236205	0	0
ENSG00000236206	1	2
ENSG00000236208	128	87
ENSG00000236209	0	15
ENSG00000236211	0	0
ENSG00000236212	1	2
ENSG00000236213	183	60
ENSG00000236216	1	0
ENSG00000236217	0	1
ENSG00000236226	0	3
ENSG00000236229	7	6
ENSG00000236230	3	4
ENSG00000236231	1	8
ENSG00000236232	0	0
ENSG00000236234	0	0
ENSG00000236235	0	0
ENSG00000236238	0	0
ENSG00000236240	0	23
ENSG00000236241	6	9
ENSG00000236242	0	4
ENSG00000236243	0	0
ENSG00000236244	0	0
ENSG00000236246	0	0
ENSG00000236248	1	0
ENSG00000236252	1	3
ENSG00000236253	0	0
ENSG00000236254	10	9
ENSG00000236255	52	141
ENSG00000236256	49	80
ENSG00000236257	0	2
ENSG00000236258	0	0
ENSG00000236259	8	19
ENSG00000236261	0	0
ENSG00000236262	1	0
ENSG00000236263	0	0
ENSG00000236264	5	13
ENSG00000236266	38	83
ENSG00000236267	0	0
ENSG00000236268	0	1
ENSG00000236272	0	0
ENSG00000236274	28	51
ENSG00000236276	0	0
ENSG00000236277	0	0
ENSG00000236278	0	0
ENSG00000236279	1	1
ENSG00000236281	0	0
ENSG00000236283	6	28
ENSG00000236284	0	0
ENSG00000236285	167	149
ENSG00000236287	1004	1643
ENSG00000236289	1	4
ENSG00000236290	2	2
ENSG00000236292	1	6
ENSG00000236295	19	46
ENSG00000236296	6	4
ENSG00000236297	0	4
ENSG00000236299	0	0
ENSG00000236300	0	0
ENSG00000236301	0	0
ENSG00000236303	4	3
ENSG00000236304	25	87
ENSG00000236305	10	13
ENSG00000236306	0	0
ENSG00000236307	2	1
ENSG00000236308	4	8
ENSG00000236311	0	0
ENSG00000236312	5	8
ENSG00000236313	0	1
ENSG00000236316	0	0
ENSG00000236317	2	2
ENSG00000236318	4	2
ENSG00000236319	15	28
ENSG00000236320	8	16
ENSG00000236323	0	0
ENSG00000236324	8	15
ENSG00000236325	0	6
ENSG00000236326	0	0
ENSG00000236327	15	13
ENSG00000236330	7	4
ENSG00000236332	4	4
ENSG00000236333	181	947
ENSG00000236334	0	0
ENSG00000236335	0	0
ENSG00000236336	0	0
ENSG00000236337	9	16
ENSG00000236339	0	0
ENSG00000236340	0	1
ENSG00000236341	0	0
ENSG00000236343	0	0
ENSG00000236345	1	5
ENSG00000236347	0	1
ENSG00000236348	0	0
ENSG00000236349	9	5
ENSG00000236352	0	2
ENSG00000236354	0	0
ENSG00000236355	0	0
ENSG00000236356	0	14
ENSG00000236357	0	0
ENSG00000236358	5	13
ENSG00000236359	0	6
ENSG00000236360	3	11
ENSG00000236362	0	0
ENSG00000236364	25	37
ENSG00000236365	0	0
ENSG00000236366	0	0
ENSG00000236371	0	0
ENSG00000236372	0	0
ENSG00000236373	0	0
ENSG00000236375	28	50
ENSG00000236376	1	0
ENSG00000236377	3	1
ENSG00000236378	0	1
ENSG00000236379	0	0
ENSG00000236380	2	1
ENSG00000236382	0	5
ENSG00000236383	114	176
ENSG00000236384	0	0
ENSG00000236385	0	0
ENSG00000236386	0	0
ENSG00000236387	0	3
ENSG00000236388	5	6
ENSG00000236389	0	0
ENSG00000236390	30	29
ENSG00000236391	0	0
ENSG00000236393	3	2
ENSG00000236394	3	3
ENSG00000236395	0	0
ENSG00000236396	0	0
ENSG00000236397	35	28
ENSG00000236398	5	10
ENSG00000236400	0	0
ENSG00000236401	0	1
ENSG00000236403	0	0
ENSG00000236404	694	831
ENSG00000236405	0	0
ENSG00000236407	0	0
ENSG00000236408	0	0
ENSG00000236409	8	33
ENSG00000236411	14	22
ENSG00000236412	0	1
ENSG00000236413	0	0
ENSG00000236414	0	0
ENSG00000236417	5	2
ENSG00000236420	0	0
ENSG00000236423	6	17
ENSG00000236424	0	0
ENSG00000236425	0	0
ENSG00000236426	88	184
ENSG00000236427	6	20
ENSG00000236429	0	0
ENSG00000236430	10	14
ENSG00000236431	7	18
ENSG00000236432	204	448
ENSG00000236433	0	0
ENSG00000236434	15	11
ENSG00000236435	0	0
ENSG00000236436	1	1
ENSG00000236437	1	0
ENSG00000236438	0	0
ENSG00000236439	39	34
ENSG00000236440	1	2
ENSG00000236442	0	0
ENSG00000236444	2	12
ENSG00000236445	0	0
ENSG00000236446	1	0
ENSG00000236447	2	10
ENSG00000236449	60	88
ENSG00000236450	0	0
ENSG00000236451	15	16
ENSG00000236452	1	1
ENSG00000236453	1	1
ENSG00000236456	19	57
ENSG00000236457	12	14
ENSG00000236459	1	5
ENSG00000236460	75	55
ENSG00000236461	0	0
ENSG00000236463	23	21
ENSG00000236464	0	0
ENSG00000236466	19	31
ENSG00000236467	1	23
ENSG00000236468	0	0
ENSG00000236469	0	0
ENSG00000236471	0	0
ENSG00000236472	3	14
ENSG00000236473	0	0
ENSG00000236474	1	11
ENSG00000236475	0	0
ENSG00000236476	0	0
ENSG00000236477	0	0
ENSG00000236478	22	24
ENSG00000236480	1	2
ENSG00000236481	0	0
ENSG00000236483	15	15
ENSG00000236484	0	1
ENSG00000236485	0	0
ENSG00000236487	0	0
ENSG00000236489	13	23
ENSG00000236491	0	0
ENSG00000236493	9	22
ENSG00000236494	15	48
ENSG00000236495	0	0
ENSG00000236496	12	11
ENSG00000236497	0	0
ENSG00000236498	9	18
ENSG00000236499	23	41
ENSG00000236500	1	1
ENSG00000236501	1	4
ENSG00000236502	0	0
ENSG00000236503	0	0
ENSG00000236504	0	0
ENSG00000236505	1	1
ENSG00000236507	0	0
