Geneid	HS13
ENSG00000205302	1475
ENSG00000248533	0
ENSG00000248107	0
ENSG00000249159	6
ENSG00000250672	0
ENSG00000248600	0
ENSG00000248529	2
ENSG00000271585	0
ENSG00000213488	0
ENSG00000275871	0
ENSG00000215196	1
ENSG00000169302	89
ENSG00000248722	0
ENSG00000248569	136
ENSG00000270123	0
ENSG00000249881	7
ENSG00000248351	0
ENSG00000164292	3064
ENSG00000248391	0
ENSG00000251054	5
ENSG00000249279	0
ENSG00000248295	0
ENSG00000248588	0
ENSG00000286839	1
ENSG00000271792	0
ENSG00000250847	0
ENSG00000248667	0
ENSG00000044115	10890
ENSG00000286809	3
ENSG00000271871	59
ENSG00000091009	326
ENSG00000178996	796
ENSG00000281938	0
ENSG00000250362	2
ENSG00000253119	16
ENSG00000248853	0
ENSG00000113272	232
ENSG00000250583	1
ENSG00000249785	0
ENSG00000249429	2
ENSG00000253886	226
ENSG00000249285	0
ENSG00000249448	1
ENSG00000244076	0
ENSG00000250842	6
ENSG00000152684	720
ENSG00000120137	1131
ENSG00000176049	51
ENSG00000285190	6
ENSG00000145685	978
ENSG00000072786	1683
ENSG00000132570	656
ENSG00000240535	1
ENSG00000223548	5
ENSG00000150712	1356
ENSG00000225869	1
ENSG00000250253	0
ENSG00000251361	0
ENSG00000260686	0
ENSG00000220157	3
ENSG00000239317	5
ENSG00000287695	5
ENSG00000113657	6036
ENSG00000253141	2
ENSG00000249761	1
ENSG00000155858	202
ENSG00000214360	1
ENSG00000285618	0
ENSG00000072364	4093
ENSG00000250025	1
ENSG00000251001	8
ENSG00000250956	0
ENSG00000248525	1
ENSG00000229721	5
ENSG00000157510	6301
ENSG00000145817	650
ENSG00000250240	7
ENSG00000213568	0
ENSG00000286238	0
ENSG00000244245	87
ENSG00000250247	0
ENSG00000253224	0
ENSG00000251031	7
ENSG00000061455	129
ENSG00000164221	137
ENSG00000249476	55
ENSG00000205359	0
ENSG00000197948	390
ENSG00000248931	1
ENSG00000286204	0
ENSG00000253861	0
ENSG00000168938	646
ENSG00000250106	5
ENSG00000287783	0
ENSG00000261036	0
ENSG00000113638	444
ENSG00000224012	329
ENSG00000286736	10
ENSG00000113441	5189
ENSG00000165810	4109
ENSG00000287527	103
ENSG00000155846	1937
ENSG00000249792	0
ENSG00000249834	7
ENSG00000254351	0
ENSG00000226272	26
ENSG00000244331	394
ENSG00000131507	2417
ENSG00000253630	1
ENSG00000244968	79
ENSG00000273569	0
ENSG00000285736	91
ENSG00000214743	75
ENSG00000251538	1
ENSG00000231585	0
ENSG00000064651	1433
ENSG00000251102	91
ENSG00000168246	279
ENSG00000243758	0
ENSG00000253218	70
ENSG00000251389	11
ENSG00000145879	38
ENSG00000250284	0
ENSG00000248125	49
ENSG00000113552	699
ENSG00000206356	6
ENSG00000250158	7
ENSG00000253743	4
ENSG00000253768	1
ENSG00000248616	4
ENSG00000161021	1515
ENSG00000251026	0
ENSG00000235253	66
ENSG00000280047	67
ENSG00000251214	0
ENSG00000164576	1042
ENSG00000287862	3
ENSG00000254373	3120
ENSG00000271679	0
ENSG00000245060	166
ENSG00000249167	36
ENSG00000248909	19
ENSG00000287630	7
ENSG00000197744	1249
ENSG00000261757	1
ENSG00000240411	0
ENSG00000204909	24
ENSG00000243538	8
ENSG00000158458	133
ENSG00000113643	1407
ENSG00000251193	3
ENSG00000253908	6
ENSG00000254164	1
ENSG00000221886	230
ENSG00000233913	3623
ENSG00000240058	0
ENSG00000253772	5
ENSG00000285605	1
ENSG00000213376	59
ENSG00000251205	19
ENSG00000253512	1
ENSG00000213414	620
ENSG00000249174	0
ENSG00000285366	28
ENSG00000112984	200
ENSG00000251201	4
ENSG00000249229	0
ENSG00000174132	298
ENSG00000145781	632
ENSG00000283653	3
ENSG00000254066	0
ENSG00000145779	121
ENSG00000249518	1
ENSG00000270612	0
ENSG00000249977	0
ENSG00000225364	32
ENSG00000250329	47
ENSG00000249031	0
ENSG00000254192	21
ENSG00000228716	172
ENSG00000249772	6
ENSG00000156463	4059
ENSG00000253422	2
ENSG00000250438	0
ENSG00000248234	0
ENSG00000253955	18
ENSG00000174705	1569
ENSG00000164621	6
ENSG00000249449	0
ENSG00000183775	28
ENSG00000253331	0
ENSG00000244088	0
ENSG00000227836	13
ENSG00000253946	0
ENSG00000275740	0
ENSG00000287726	1
ENSG00000253693	0
ENSG00000113196	33
ENSG00000273217	0
ENSG00000286128	0
ENSG00000250972	0
ENSG00000188573	12
ENSG00000248156	0
ENSG00000253538	0
ENSG00000253858	3
ENSG00000248112	1
ENSG00000285549	0
ENSG00000286953	11
ENSG00000250256	0
ENSG00000253792	0
ENSG00000164611	44
ENSG00000164399	0
ENSG00000249156	0
ENSG00000286509	1
ENSG00000248105	0
ENSG00000120705	1670
ENSG00000251487	0
ENSG00000254293	0
ENSG00000286134	4
ENSG00000253673	0
ENSG00000250721	0
ENSG00000270839	10
ENSG00000145819	3916
ENSG00000248929	0
ENSG00000251670	0
ENSG00000251330	26
ENSG00000164265	20
ENSG00000213661	292
ENSG00000250313	45
ENSG00000287814	15
ENSG00000254239	0
ENSG00000173261	17
ENSG00000081791	3812
ENSG00000022355	0
ENSG00000253647	4
ENSG00000253109	3
ENSG00000253522	22
ENSG00000254186	15
ENSG00000118985	715
ENSG00000249526	23
ENSG00000131459	269
ENSG00000253591	4
ENSG00000249857	1
ENSG00000232916	28
ENSG00000226040	0
ENSG00000254047	0
ENSG00000251144	0
ENSG00000249600	0
ENSG00000113578	1469
ENSG00000213730	198
ENSG00000164284	536
ENSG00000288569	1
ENSG00000164616	0
ENSG00000120149	39
ENSG00000253927	0
ENSG00000204754	0
ENSG00000236714	17
ENSG00000254200	1
ENSG00000253348	27
ENSG00000145919	760
ENSG00000253449	4
ENSG00000278925	30
ENSG00000164609	1634
ENSG00000120318	2980
ENSG00000253683	644
ENSG00000253311	13
ENSG00000118322	14
ENSG00000204764	399
ENSG00000250015	16
ENSG00000181867	0
ENSG00000170091	10
ENSG00000248400	0
ENSG00000113580	3100
ENSG00000251122	0
ENSG00000249421	0
ENSG00000248647	30
ENSG00000254042	265
ENSG00000113303	25
ENSG00000280161	16
ENSG00000253424	2
ENSG00000253966	62
ENSG00000113594	2794
ENSG00000248293	0
ENSG00000253687	0
ENSG00000251556	0
ENSG00000145715	1400
ENSG00000243664	0
ENSG00000253618	7
ENSG00000082515	491
ENSG00000186952	77
ENSG00000253445	1
ENSG00000251314	36
ENSG00000164904	515
ENSG00000286182	0
ENSG00000253134	2
ENSG00000185056	2
ENSG00000183072	1986
ENSG00000253244	0
ENSG00000170214	41
ENSG00000249403	0
ENSG00000231579	181
ENSG00000253646	2
ENSG00000249287	0
ENSG00000276778	8
ENSG00000171522	381
ENSG00000183111	1530
ENSG00000123213	368
ENSG00000248355	0
ENSG00000253261	0
ENSG00000213316	134
ENSG00000253406	503
ENSG00000254299	1
ENSG00000248761	1
ENSG00000254391	1
ENSG00000279679	2
ENSG00000271477	2
ENSG00000184845	1
ENSG00000231228	95
ENSG00000248965	69
ENSG00000253447	0
ENSG00000254226	8
ENSG00000287323	1
ENSG00000171992	32822
ENSG00000120725	1092
ENSG00000286749	21
ENSG00000286350	0
ENSG00000253297	11
ENSG00000250346	0
ENSG00000113300	662
ENSG00000253852	43
ENSG00000280318	1
ENSG00000249950	0
ENSG00000127743	5
ENSG00000094755	42
ENSG00000254135	1
ENSG00000013561	1144
ENSG00000214357	3106
ENSG00000254011	0
ENSG00000279752	88
ENSG00000286657	150
ENSG00000270442	161
ENSG00000039319	2175
ENSG00000285865	38
ENSG00000168903	18
ENSG00000253686	0
ENSG00000161013	2474
ENSG00000278965	0
ENSG00000039600	10
ENSG00000254099	12
ENSG00000271795	31
ENSG00000164466	928
ENSG00000248222	398
ENSG00000253968	1
ENSG00000213285	8
ENSG00000242080	0
ENSG00000249412	11
ENSG00000249722	0
ENSG00000242683	7
ENSG00000187658	0
ENSG00000249593	68
ENSG00000226650	43
ENSG00000248687	0
ENSG00000253480	22
ENSG00000253428	0
ENSG00000250692	2
ENSG00000198108	137
ENSG00000254336	0
ENSG00000249545	8
ENSG00000178776	33
ENSG00000254350	2
ENSG00000249484	12
ENSG00000213655	0
ENSG00000248308	0
ENSG00000198944	0
ENSG00000245317	31
ENSG00000242477	202
ENSG00000230612	18
ENSG00000249061	0
ENSG00000164402	1389
ENSG00000250309	0
ENSG00000113742	3493
ENSG00000249042	121
ENSG00000253959	0
ENSG00000070614	6076
ENSG00000240083	13
ENSG00000113269	1444
ENSG00000248362	4
ENSG00000213701	3
ENSG00000161011	10161
ENSG00000287203	0
ENSG00000145882	384
ENSG00000272085	0
ENSG00000279698	24
ENSG00000152377	2618
ENSG00000248668	25
ENSG00000248202	5
ENSG00000113520	3
ENSG00000283776	0
ENSG00000155511	47
ENSG00000286164	0
ENSG00000213940	0
ENSG00000253236	2
ENSG00000251243	0
ENSG00000254333	5
ENSG00000133706	4500
ENSG00000287003	0
ENSG00000248610	31
ENSG00000226810	37
ENSG00000250509	0
ENSG00000287963	9
ENSG00000251548	181
ENSG00000146090	28
ENSG00000215231	0
ENSG00000249876	4
ENSG00000198939	57
ENSG00000251370	115
ENSG00000251320	2
ENSG00000249293	6
ENSG00000251035	0
ENSG00000249312	0
ENSG00000253600	0
ENSG00000250492	222
ENSG00000249751	108
ENSG00000145861	193
ENSG00000250529	0
ENSG00000086589	877
ENSG00000164574	1079
ENSG00000249843	3
ENSG00000251426	0
ENSG00000248765	0
ENSG00000270430	0
ENSG00000284356	0
ENSG00000164325	0
ENSG00000151883	669
ENSG00000242979	0
ENSG00000263746	0
ENSG00000201026	0
ENSG00000223007	0
ENSG00000284000	0
ENSG00000199773	0
ENSG00000237611	2
ENSG00000239112	0
ENSG00000222054	0
ENSG00000212258	0
ENSG00000266415	0
ENSG00000216077	6
ENSG00000212305	0
ENSG00000201715	0
ENSG00000202269	0
ENSG00000253093	4
ENSG00000222312	0
ENSG00000201436	0
ENSG00000276764	0
ENSG00000241552	0
ENSG00000251990	0
ENSG00000252908	0
ENSG00000212278	0
ENSG00000206814	0
ENSG00000277455	0
ENSG00000252083	0
ENSG00000200600	1
ENSG00000222560	0
ENSG00000206912	0
ENSG00000201016	0
ENSG00000199911	0
ENSG00000223136	0
ENSG00000252601	0
ENSG00000199731	4
ENSG00000207052	1
ENSG00000207956	2
ENSG00000223004	0
ENSG00000200065	1
ENSG00000207261	0
ENSG00000252373	0
ENSG00000251887	15
ENSG00000266243	1
ENSG00000252867	0
ENSG00000222743	3
ENSG00000206743	4
ENSG00000201368	0
ENSG00000265304	0
ENSG00000238441	0
ENSG00000199552	0
ENSG00000199361	0
ENSG00000207060	0
ENSG00000206606	0
ENSG00000199487	0
ENSG00000263556	0
ENSG00000222960	16
ENSG00000207627	19
ENSG00000241230	51
ENSG00000265421	51
ENSG00000212561	0
ENSG00000212265	0
ENSG00000251873	0
ENSG00000210678	2
ENSG00000207229	0
ENSG00000198983	0
ENSG00000207728	0
ENSG00000251856	0
ENSG00000207293	0
ENSG00000253032	0
ENSG00000223003	0
ENSG00000265135	15
ENSG00000207439	0
ENSG00000242547	3
ENSG00000201869	0
ENSG00000207352	4
ENSG00000212215	0
ENSG00000264099	1
ENSG00000238913	0
ENSG00000244326	0
ENSG00000251828	0
ENSG00000202601	2
ENSG00000202017	0
ENSG00000207391	0
ENSG00000273701	0
ENSG00000275634	0
ENSG00000276233	0
ENSG00000202157	0
ENSG00000265684	12
ENSG00000253073	0
ENSG00000206744	0
ENSG00000238835	4
ENSG00000264342	0
ENSG00000251951	0
ENSG00000265919	2
ENSG00000241243	22
ENSG00000207452	15
ENSG00000200462	0
ENSG00000252861	0
ENSG00000207013	0
ENSG00000201955	45
ENSG00000283359	0
ENSG00000206592	4
ENSG00000206698	7
ENSG00000206774	0
ENSG00000284078	0
ENSG00000277818	0
ENSG00000207129	0
ENSG00000206958	1
ENSG00000200884	4
ENSG00000276426	0
ENSG00000277506	0
ENSG00000221263	0
ENSG00000284447	0
ENSG00000207077	0
ENSG00000277001	0
ENSG00000207269	0
ENSG00000199378	0
ENSG00000222987	0
ENSG00000199643	5
ENSG00000207404	0
ENSG00000207578	2
ENSG00000206997	1
ENSG00000206593	1
ENSG00000202512	26
ENSG00000253057	5
ENSG00000212370	2
ENSG00000199786	0
ENSG00000201910	0
ENSG00000239808	0
ENSG00000252881	0
ENSG00000222706	6
ENSG00000212457	1
ENSG00000222598	0
ENSG00000283498	120
ENSG00000276047	9
ENSG00000243333	0
ENSG00000221436	0
ENSG00000238363	0
ENSG00000252185	0
ENSG00000207177	0
ENSG00000223179	0
ENSG00000206786	6
ENSG00000264536	9
ENSG00000222107	0
ENSG00000252514	0
ENSG00000251975	0
ENSG00000201790	0
ENSG00000265691	0
ENSG00000263432	24
ENSG00000202082	0
ENSG00000222609	0
ENSG00000221562	12
ENSG00000199455	1
ENSG00000275939	4
ENSG00000252337	0
ENSG00000222285	0
ENSG00000277859	0
ENSG00000278815	0
ENSG00000274934	0
ENSG00000275646	0
ENSG00000277524	0
ENSG00000199677	1
ENSG00000221287	0
ENSG00000200756	0
ENSG00000216009	8
ENSG00000238904	0
ENSG00000266478	1
ENSG00000239390	0
ENSG00000201423	0
ENSG00000253023	0
ENSG00000238374	4
ENSG00000276365	44
ENSG00000284182	0
ENSG00000221043	0
ENSG00000274799	8
ENSG00000277968	22
ENSG00000274721	18
ENSG00000222213	4
ENSG00000276622	1
ENSG00000252068	1
ENSG00000241963	9
ENSG00000199047	17
ENSG00000242976	0
ENSG00000265237	0
ENSG00000283733	0
ENSG00000201532	7
ENSG00000201474	0
ENSG00000206819	0
ENSG00000242928	2
ENSG00000221430	0
ENSG00000202417	12
ENSG00000244501	4
ENSG00000252794	0
ENSG00000199035	1
ENSG00000283612	0
ENSG00000212529	3
ENSG00000222626	0
ENSG00000199219	1
ENSG00000207739	12
ENSG00000202345	0
ENSG00000207619	6
ENSG00000252169	1
ENSG00000266890	0
ENSG00000201277	1
ENSG00000206845	0
ENSG00000274994	0
ENSG00000251998	0
ENSG00000265160	14
ENSG00000199892	0
ENSG00000277912	8
ENSG00000200555	0
ENSG00000222852	0
ENSG00000198995	0
ENSG00000206686	1
ENSG00000221394	0
ENSG00000222448	13
ENSG00000252202	8
ENSG00000131183	1
ENSG00000196570	0
ENSG00000198055	411
ENSG00000131188	10
ENSG00000279821	28
ENSG00000248996	5
ENSG00000183258	1012
ENSG00000164296	109
ENSG00000113716	1778
ENSG00000248696	12
ENSG00000241907	15
ENSG00000182578	2152
ENSG00000214485	2488
ENSG00000199409	1
ENSG00000113721	4159
ENSG00000249180	3
ENSG00000164307	2028
ENSG00000248734	59
ENSG00000272109	24
ENSG00000199540	0
ENSG00000185028	497
ENSG00000261434	0
ENSG00000164366	746
ENSG00000260774	64
ENSG00000286001	56
ENSG00000250848	160
ENSG00000214278	36
ENSG00000250645	0
ENSG00000180104	1935
ENSG00000188242	14
ENSG00000066230	44
ENSG00000225138	303
ENSG00000250385	1
ENSG00000264233	0
ENSG00000249650	0
ENSG00000112877	160
ENSG00000171368	1673
ENSG00000271781	41
ENSG00000249908	1
ENSG00000285522	0
ENSG00000250020	0
ENSG00000247872	3
ENSG00000252533	0
ENSG00000281398	126
ENSG00000252213	13
ENSG00000200959	132
ENSG00000015479	647
ENSG00000199545	17
ENSG00000253015	24
ENSG00000120727	1303
ENSG00000272742	0
ENSG00000170482	62
ENSG00000170476	20
ENSG00000228672	1261
ENSG00000170464	653
ENSG00000200378	10
ENSG00000272411	9
ENSG00000251842	2
ENSG00000207714	3
ENSG00000200161	0
ENSG00000178394	1
ENSG00000164270	368
ENSG00000164398	153
ENSG00000269466	0
ENSG00000177034	637
ENSG00000170231	0
ENSG00000081189	2819
ENSG00000184347	11504
ENSG00000152422	133
ENSG00000145494	1478
ENSG00000132911	9
ENSG00000069018	1
ENSG00000243414	4
ENSG00000205572	89
ENSG00000135074	2126
ENSG00000145868	2090
ENSG00000287031	5
ENSG00000215218	442
ENSG00000271230	0
ENSG00000037474	1377
ENSG00000145545	112
ENSG00000248677	11
ENSG00000112941	790
ENSG00000272071	0
ENSG00000283420	0
ENSG00000200243	3
ENSG00000215032	0
ENSG00000233847	0
ENSG00000279985	23
ENSG00000276945	9
ENSG00000188725	288
ENSG00000169567	1307
ENSG00000186687	879
ENSG00000169247	1610
ENSG00000253417	3
ENSG00000145863	0
ENSG00000253403	0
ENSG00000118990	24
ENSG00000247311	0
ENSG00000249610	0
ENSG00000272139	0
ENSG00000249621	9
ENSG00000249916	4
ENSG00000287794	3
ENSG00000064692	275
ENSG00000113073	36
ENSG00000222790	2
ENSG00000131503	188
ENSG00000254996	127
ENSG00000243056	50
ENSG00000283155	0
ENSG00000251453	40
ENSG00000240518	3
ENSG00000131495	822
ENSG00000256453	0
ENSG00000112855	971
ENSG00000146007	999
ENSG00000250515	0
ENSG00000248106	0
ENSG00000279726	1
ENSG00000204970	0
ENSG00000204969	6
ENSG00000255408	8
ENSG00000204967	12
ENSG00000204965	7
ENSG00000081842	4
ENSG00000204963	13
ENSG00000204962	3
ENSG00000204961	13
ENSG00000278907	0
ENSG00000250120	26
ENSG00000249504	0
ENSG00000278946	0
ENSG00000249158	12
ENSG00000251664	3
ENSG00000278915	0
ENSG00000278901	0
ENSG00000239389	2
ENSG00000279028	0
ENSG00000243232	38
ENSG00000171815	1
ENSG00000275038	1
ENSG00000164438	0
ENSG00000213393	0
ENSG00000265740	0
ENSG00000254256	3
ENSG00000206909	0
ENSG00000254012	1
ENSG00000264249	2
ENSG00000156427	59
ENSG00000168269	0
ENSG00000253219	0
ENSG00000249601	0
ENSG00000234511	12
ENSG00000145936	82
ENSG00000043462	493
ENSG00000288615	0
ENSG00000250274	0
ENSG00000170445	1719
ENSG00000207317	3
ENSG00000245146	72
ENSG00000185129	2131
ENSG00000182700	415
ENSG00000254363	69
ENSG00000120306	735
ENSG00000250069	26
ENSG00000113068	617
ENSG00000258864	0
ENSG00000153037	325
ENSG00000129625	3224
ENSG00000249947	35
ENSG00000212643	0
ENSG00000253321	0
ENSG00000260871	3
ENSG00000255647	10
ENSG00000176055	151
ENSG00000113356	59
ENSG00000176018	376
ENSG00000280776	0
ENSG00000113327	7
ENSG00000244073	493
ENSG00000271378	2
ENSG00000228212	186
ENSG00000242493	15
ENSG00000270558	17
ENSG00000251880	12
ENSG00000250539	163
ENSG00000249400	0
ENSG00000168944	960
ENSG00000253146	92
ENSG00000264760	0
ENSG00000221552	4
ENSG00000274472	2
ENSG00000272197	15
ENSG00000241187	18
ENSG00000170271	2458
ENSG00000277039	28
ENSG00000263361	22
ENSG00000082516	1246
ENSG00000199279	2
ENSG00000268942	35
ENSG00000241991	4
ENSG00000240436	4
ENSG00000186105	14
ENSG00000145864	4
ENSG00000288643	0
ENSG00000205089	18
ENSG00000187678	1397
ENSG00000196670	733
ENSG00000131446	3292
ENSG00000153140	290
ENSG00000182132	24
ENSG00000113282	2134
ENSG00000086200	902
ENSG00000113555	2975
ENSG00000113119	260
ENSG00000112983	1622
ENSG00000113645	11
ENSG00000158987	202
ENSG00000092421	1218
ENSG00000164188	93
ENSG00000152503	22
ENSG00000173210	7431
ENSG00000132912	1717
ENSG00000164591	137
ENSG00000164180	325
ENSG00000155545	454
ENSG00000248383	9
ENSG00000268799	0
ENSG00000113407	2710
ENSG00000251656	0
ENSG00000249516	2
ENSG00000250711	2
ENSG00000271788	7
ENSG00000272382	27
ENSG00000272144	27
ENSG00000278487	1
ENSG00000249779	8
ENSG00000249888	0
ENSG00000247763	3
ENSG00000153113	18725
ENSG00000185641	2848
ENSG00000272265	1
ENSG00000241870	0
ENSG00000214295	0
ENSG00000248560	9
ENSG00000222937	0
ENSG00000206989	0
ENSG00000232174	3
ENSG00000238745	0
ENSG00000113013	5183
ENSG00000251543	0
ENSG00000249149	2
ENSG00000251493	1
ENSG00000247993	0
ENSG00000251604	0
ENSG00000251324	0
ENSG00000255883	805
ENSG00000164331	374
ENSG00000164338	283
ENSG00000253213	18
ENSG00000152700	1703
ENSG00000207459	0
ENSG00000113615	665
ENSG00000201298	0
ENSG00000222266	3
ENSG00000164615	530
ENSG00000145833	1776
ENSG00000241179	8
ENSG00000181904	588
ENSG00000270892	6
ENSG00000113621	1463
ENSG00000279799	23
ENSG00000288081	1
ENSG00000260581	2
ENSG00000113140	24782
ENSG00000249035	140
ENSG00000222102	1
ENSG00000272112	0
ENSG00000177556	518
ENSG00000253921	3
ENSG00000213433	7
ENSG00000145888	20
ENSG00000270978	56
ENSG00000222308	0
ENSG00000201623	0
ENSG00000182631	0
ENSG00000164175	11
ENSG00000250914	1
ENSG00000273294	12
ENSG00000250767	1
ENSG00000082196	49
ENSG00000278900	2
ENSG00000279995	6
ENSG00000271771	20
ENSG00000243959	4
ENSG00000207420	0
ENSG00000169258	66
ENSG00000074317	33
ENSG00000266329	0
ENSG00000175766	0
ENSG00000048140	659
ENSG00000151304	337
ENSG00000113083	1641
ENSG00000181163	1462
ENSG00000164182	246
ENSG00000168671	0
ENSG00000251591	0
ENSG00000164187	768
ENSG00000207756	0
ENSG00000201223	1
ENSG00000152620	745
ENSG00000245711	28
ENSG00000145604	409
ENSG00000145907	2856
ENSG00000259757	0
ENSG00000170561	13
ENSG00000281560	0
ENSG00000169252	603
ENSG00000164287	0
ENSG00000164403	384
ENSG00000131437	719
ENSG00000155508	668
ENSG00000158985	586
ENSG00000164266	0
ENSG00000050748	1307
ENSG00000197226	3825
ENSG00000151881	114
ENSG00000156453	2264
ENSG00000082074	287
ENSG00000164172	1040
ENSG00000253067	0
ENSG00000227616	1
ENSG00000235775	0
ENSG00000224015	0
ENSG00000237714	7
ENSG00000224431	89
ENSG00000283678	0
ENSG00000131435	635
ENSG00000197208	140
ENSG00000263597	0
ENSG00000206682	1
ENSG00000082213	482
ENSG00000279923	21
ENSG00000199765	0
ENSG00000072682	1902
ENSG00000091010	1
ENSG00000271724	0
ENSG00000248842	0
ENSG00000277568	0
ENSG00000250407	0
ENSG00000280646	0
ENSG00000241291	0
ENSG00000113360	1608
ENSG00000207222	0
ENSG00000240250	1
ENSG00000280420	1
ENSG00000156475	29
ENSG00000248568	2
ENSG00000249553	0
ENSG00000286468	0
ENSG00000250343	6
ENSG00000285868	32
ENSG00000172568	0
ENSG00000251405	32
ENSG00000248544	25
ENSG00000253155	2
ENSG00000172548	51
ENSG00000253519	30
ENSG00000247372	0
ENSG00000113161	441
ENSG00000242198	21
ENSG00000050767	344
ENSG00000271681	7
ENSG00000253698	1
ENSG00000242341	1
ENSG00000245688	9
ENSG00000252464	18
ENSG00000176783	1247
ENSG00000249140	61
ENSG00000244945	90
ENSG00000204661	1
ENSG00000228259	0
ENSG00000250999	35
ENSG00000204659	9
ENSG00000225051	16
ENSG00000127022	15274
ENSG00000222178	0
ENSG00000242292	2
ENSG00000274441	17
ENSG00000272103	23
ENSG00000285967	417
ENSG00000249850	190
ENSG00000248462	0
ENSG00000243744	0
ENSG00000251423	1
ENSG00000183876	39
ENSG00000070814	1414
ENSG00000286331	0
ENSG00000164587	3751
ENSG00000079215	842
ENSG00000094880	756
ENSG00000249851	0
ENSG00000158402	27
ENSG00000120709	942
ENSG00000249971	0
ENSG00000120733	5443
ENSG00000271196	12
ENSG00000120738	685
ENSG00000241458	9
ENSG00000197603	2066
ENSG00000285914	18
ENSG00000253110	0
ENSG00000185662	0
ENSG00000072803	1863
ENSG00000197536	853
ENSG00000202533	13
ENSG00000113525	26
ENSG00000251183	0
ENSG00000261382	0
ENSG00000055147	993
ENSG00000037749	1111
ENSG00000125347	1102
ENSG00000248493	111
ENSG00000176087	1253
ENSG00000283602	18
ENSG00000200275	6
ENSG00000286690	36
ENSG00000253370	30
ENSG00000254163	46
ENSG00000199468	0
ENSG00000231989	273
ENSG00000170624	4885
ENSG00000086189	333
ENSG00000226544	105
ENSG00000223497	0
ENSG00000206770	0
ENSG00000249085	2
ENSG00000263593	4
ENSG00000242602	31
ENSG00000271926	2
ENSG00000272081	3
ENSG00000251467	78
ENSG00000248930	255
ENSG00000184349	553
ENSG00000249959	0
ENSG00000248827	412
ENSG00000239708	0
ENSG00000251732	0
ENSG00000249577	0
ENSG00000271766	0
ENSG00000250859	228
ENSG00000164244	971
ENSG00000282925	0
ENSG00000248799	0
ENSG00000251032	168
ENSG00000250603	2
ENSG00000204928	94
ENSG00000134058	55
ENSG00000183323	147
ENSG00000213830	56
ENSG00000215006	53
ENSG00000271045	3
ENSG00000085231	43
ENSG00000152942	156
ENSG00000152939	17
ENSG00000244717	0
ENSG00000249295	0
ENSG00000266477	0
ENSG00000212260	0
ENSG00000183474	169
ENSG00000197822	46
ENSG00000113396	526
ENSG00000248634	0
ENSG00000288697	0
ENSG00000066583	1105
ENSG00000264563	2
ENSG00000286274	11
ENSG00000250448	0
ENSG00000248403	0
ENSG00000248150	5
ENSG00000249737	0
ENSG00000173545	792
ENSG00000250415	12
ENSG00000201370	0
ENSG00000288622	0
ENSG00000171617	1146
ENSG00000256235	620
ENSG00000112893	894
ENSG00000113739	359
ENSG00000182613	0
ENSG00000177721	103
ENSG00000113108	541
ENSG00000169777	0
ENSG00000146094	153
ENSG00000249541	157
ENSG00000251374	1
ENSG00000186468	1859
ENSG00000172795	1053
ENSG00000168916	2349
ENSG00000249112	66
ENSG00000251456	20
ENSG00000242814	0
ENSG00000248626	499
ENSG00000199398	0
ENSG00000113312	1407
ENSG00000223908	42
ENSG00000247699	0
ENSG00000145808	74
ENSG00000145632	3887
ENSG00000271257	1
ENSG00000265699	0
ENSG00000250127	0
ENSG00000250958	1
ENSG00000250682	3
ENSG00000247402	0
ENSG00000286338	0
ENSG00000175749	483
ENSG00000145723	255
ENSG00000185372	0
ENSG00000251724	1
ENSG00000251663	0
ENSG00000113163	1488
ENSG00000122008	854
ENSG00000248881	0
ENSG00000272040	29
ENSG00000189045	22
ENSG00000039139	38
ENSG00000049167	455
ENSG00000235558	220
ENSG00000250387	1
ENSG00000253985	0
ENSG00000249981	0
ENSG00000253536	1
ENSG00000247911	1
ENSG00000164326	0
ENSG00000278824	0
ENSG00000202092	0
ENSG00000213663	0
ENSG00000249919	0
ENSG00000250895	0
ENSG00000234259	68
ENSG00000133835	3744
ENSG00000154153	2618
ENSG00000083312	1941
ENSG00000213523	665
ENSG00000043143	2210
ENSG00000120314	617
ENSG00000158497	2
ENSG00000230561	45
ENSG00000174339	0
ENSG00000173250	3
ENSG00000113649	1435
ENSG00000279446	1
ENSG00000204956	142
ENSG00000081853	632
ENSG00000254245	499
ENSG00000254221	389
ENSG00000280026	0
ENSG00000262576	587
ENSG00000253910	617
ENSG00000253485	617
ENSG00000262209	643
ENSG00000253731	944
ENSG00000253537	687
ENSG00000253953	624
ENSG00000253767	663
ENSG00000261934	578
ENSG00000253846	742
ENSG00000254122	912
ENSG00000253873	573
ENSG00000248449	390
ENSG00000279855	0
ENSG00000253159	716
ENSG00000276545	377
ENSG00000273557	42
ENSG00000240184	1184
ENSG00000242020	31
ENSG00000242419	304
ENSG00000240764	344
ENSG00000246422	33
ENSG00000240974	4
ENSG00000228737	3
ENSG00000171720	1085
ENSG00000164620	32
ENSG00000276547	732
ENSG00000221990	82
ENSG00000063438	1
ENSG00000145730	62135
ENSG00000172262	589
ENSG00000164241	200
ENSG00000214944	351
ENSG00000172869	2781
ENSG00000145908	142
ENSG00000086570	147
ENSG00000186314	570
ENSG00000164329	1134
ENSG00000131844	1673
ENSG00000186493	2
ENSG00000248473	5
ENSG00000146054	224
ENSG00000250900	3
ENSG00000248514	8
ENSG00000286644	1
ENSG00000146063	933
ENSG00000264732	0
ENSG00000247049	0
ENSG00000204628	13498
ENSG00000272296	0
ENSG00000264549	0
