Geneid	HS16	HS17
ENSG00000031003	2082	2071
ENSG00000031081	3351	4084
ENSG00000031691	83	93
ENSG00000031698	2378	2377
ENSG00000031823	1285	1395
ENSG00000032219	1042	1197
ENSG00000032389	218	239
ENSG00000032444	1033	1074
ENSG00000032742	337	448
ENSG00000033011	208	276
ENSG00000033030	499	574
ENSG00000033050	265	312
ENSG00000033100	1060	1102
ENSG00000033122	1063	1042
ENSG00000033170	306	389
ENSG00000033178	634	805
ENSG00000033327	1304	1413
ENSG00000033627	1762	2057
ENSG00000033800	1127	1513
ENSG00000033867	901	1157
ENSG00000034053	0	1
ENSG00000034152	617	934
ENSG00000034239	9	4
ENSG00000034510	1629	1945
ENSG00000034533	160	216
ENSG00000034677	1888	1828
ENSG00000034693	276	319
ENSG00000034713	1873	1968
ENSG00000034971	483	410
ENSG00000035115	913	681
ENSG00000035141	335	362
ENSG00000035403	9000	7712
ENSG00000035499	2	2
ENSG00000035664	5418	5140
ENSG00000035681	773	910
ENSG00000035687	297	347
ENSG00000035720	0	3
ENSG00000035862	3678	4912
ENSG00000035928	1722	1589
ENSG00000036054	715	895
ENSG00000036257	1207	1414
ENSG00000036448	3812	4491
ENSG00000036473	10	57
ENSG00000036530	250	367
ENSG00000036549	1490	1776
ENSG00000036565	10	2
ENSG00000036672	1461	1749
ENSG00000036828	1	1
ENSG00000037042	463	522
ENSG00000037241	115	140
ENSG00000037280	414	810
ENSG00000037474	819	991
ENSG00000037637	1181	1554
ENSG00000037749	1244	1359
ENSG00000037757	264	332
ENSG00000037897	44	87
ENSG00000037965	0	1
ENSG00000038002	99	116
ENSG00000038210	93	137
ENSG00000038219	3192	3837
ENSG00000038274	1491	1596
ENSG00000038295	164	120
ENSG00000038358	782	998
ENSG00000038382	3834	4828
ENSG00000038427	4174	4246
ENSG00000038532	1224	1445
ENSG00000038945	226	217
ENSG00000039068	3	6
ENSG00000039123	1682	1918
ENSG00000039139	18	13
ENSG00000039319	2466	2536
ENSG00000039523	1383	1457
ENSG00000039537	5340	6178
ENSG00000039560	501	357
ENSG00000039600	35	29
ENSG00000039650	630	659
ENSG00000039987	2	12
ENSG00000040199	928	758
ENSG00000040275	115	132
ENSG00000040341	1569	1803
ENSG00000040487	164	196
ENSG00000040531	718	729
ENSG00000040608	26	43
ENSG00000040633	332	401
ENSG00000040731	51	11
ENSG00000040933	1152	1360
ENSG00000041353	2	10
ENSG00000041357	889	908
ENSG00000041515	129	75
ENSG00000041802	612	649
ENSG00000041880	349	426
ENSG00000041982	1070	791
ENSG00000041988	225	257
ENSG00000042062	498	462
ENSG00000042088	120	157
ENSG00000042286	298	522
ENSG00000042304	0	0
ENSG00000042317	394	329
ENSG00000042429	253	308
ENSG00000042445	670	1072
ENSG00000042493	122	81
ENSG00000042753	465	468
ENSG00000042781	883	733
ENSG00000042813	44	27
ENSG00000042832	141	244
ENSG00000042980	23	45
ENSG00000043039	0	0
ENSG00000043093	653	848
ENSG00000043143	1830	2270
ENSG00000043355	0	0
ENSG00000043462	180	213
ENSG00000043514	536	621
ENSG00000043591	1150	898
ENSG00000044012	0	0
ENSG00000044090	518	642
ENSG00000044115	8456	8260
ENSG00000044446	1324	1393
ENSG00000044459	468	508
ENSG00000044524	560	969
ENSG00000044574	7726	7944
ENSG00000046604	3985	3582
ENSG00000046647	255	290
ENSG00000046651	749	804
ENSG00000046653	472	469
ENSG00000046774	0	0
ENSG00000046889	1280	1777
ENSG00000047056	1889	2209
ENSG00000047188	1154	1328
ENSG00000047230	493	547
ENSG00000047249	873	875
ENSG00000047315	2781	2914
ENSG00000047346	1560	2070
ENSG00000047365	282	254
ENSG00000047410	5358	5743
ENSG00000047457	210	354
ENSG00000047578	722	684
ENSG00000047579	288	229
ENSG00000047597	318	445
ENSG00000047617	696	854
ENSG00000047621	375	396
ENSG00000047634	252	299
ENSG00000047644	1810	1741
ENSG00000047648	243	298
ENSG00000047662	21	41
ENSG00000047849	34805	28377
ENSG00000047932	1099	1109
ENSG00000047936	16	7
ENSG00000048028	4223	3577
ENSG00000048052	1021	975
ENSG00000048140	441	495
ENSG00000048162	207	232
ENSG00000048342	1026	1405
ENSG00000048392	751	772
ENSG00000048405	634	766
ENSG00000048462	14	19
ENSG00000048471	1115	1257
ENSG00000048540	242	336
ENSG00000048544	828	935
ENSG00000048545	1	1
ENSG00000048649	2266	2412
ENSG00000048707	9241	9369
ENSG00000048740	3476	3688
ENSG00000048828	3589	3933
ENSG00000048991	636	670
ENSG00000049089	60	96
ENSG00000049130	374	330
ENSG00000049167	496	620
ENSG00000049192	59	71
ENSG00000049239	4003	4777
ENSG00000049245	1459	1704
ENSG00000049246	1421	3433
ENSG00000049247	3	11
ENSG00000049249	1	10
ENSG00000049283	420	301
ENSG00000049323	7681	7136
ENSG00000049449	257	321
ENSG00000049540	2780	2244
ENSG00000049541	192	198
ENSG00000049618	4786	5578
ENSG00000049656	169	209
ENSG00000049759	4089	4432
ENSG00000049768	11	11
ENSG00000049769	497	485
ENSG00000049860	778	857
ENSG00000049883	617	811
ENSG00000050030	26	26
ENSG00000050130	563	584
ENSG00000050165	48310	46184
ENSG00000050327	73	105
ENSG00000050344	406	488
ENSG00000050393	372	386
ENSG00000050405	972	1364
ENSG00000050426	879	982
ENSG00000050438	11	36
ENSG00000050555	81	255
ENSG00000050628	52	212
ENSG00000050730	0	4
ENSG00000050748	1349	1303
ENSG00000050767	218	61
ENSG00000050820	1984	1672
ENSG00000051009	679	866
ENSG00000051108	2333	2870
ENSG00000051128	89	120
ENSG00000051180	28	34
ENSG00000051341	70	81
ENSG00000051382	1073	1173
ENSG00000051523	505	613
ENSG00000051596	80	133
ENSG00000051620	1425	1467
ENSG00000051825	878	1005
ENSG00000052126	5788	4775
ENSG00000052344	14	27
ENSG00000052723	646	725
ENSG00000052749	1038	735
ENSG00000052795	2385	3686
ENSG00000052802	278	327
ENSG00000052841	1935	2379
ENSG00000052850	32	29
ENSG00000053108	1	0
ENSG00000053254	4195	4537
ENSG00000053328	217	223
ENSG00000053371	635	722
ENSG00000053372	250	281
ENSG00000053438	156	195
ENSG00000053501	220	246
ENSG00000053524	16	34
ENSG00000053702	218	229
ENSG00000053747	409	504
ENSG00000053770	1133	1388
ENSG00000053900	587	725
ENSG00000053918	565	620
ENSG00000054116	794	782
ENSG00000054118	3833	4502
ENSG00000054148	577	539
ENSG00000054179	38	56
ENSG00000054219	17	37
ENSG00000054267	1325	1540
ENSG00000054277	33	29
ENSG00000054282	15	62
ENSG00000054356	5	3
ENSG00000054392	210	205
ENSG00000054523	6454	6039
ENSG00000054598	349	352
ENSG00000054611	645	702
ENSG00000054654	14792	17686
ENSG00000054690	397	471
ENSG00000054793	2407	2657
ENSG00000054796	0	0
ENSG00000054803	0	0
ENSG00000054938	35	13
ENSG00000054965	2822	2578
ENSG00000054967	190	313
ENSG00000054983	740	859
ENSG00000055044	533	559
ENSG00000055070	1370	1461
ENSG00000055118	3636	3706
ENSG00000055130	1874	1991
ENSG00000055147	639	665
ENSG00000055163	1506	1738
ENSG00000055208	2297	2202
ENSG00000055211	806	980
ENSG00000055332	1729	2094
ENSG00000055483	1246	1278
ENSG00000055609	8580	10313
ENSG00000055732	842	692
ENSG00000055813	148	84
ENSG00000055917	3465	3629
ENSG00000055950	385	381
ENSG00000055955	23	39
ENSG00000055957	4	4
ENSG00000056050	227	250
ENSG00000056097	2519	3005
ENSG00000056277	109	155
ENSG00000056291	2	0
ENSG00000056487	39	93
ENSG00000056558	410	450
ENSG00000056586	2587	3085
ENSG00000056736	207	183
ENSG00000056972	532	623
ENSG00000056998	39	425
ENSG00000057019	2586	2566
ENSG00000057149	0	0
ENSG00000057252	557	805
ENSG00000057294	9379	9071
ENSG00000057468	25	54
ENSG00000057593	11	9
ENSG00000057608	2067	2453
ENSG00000057657	95	120
ENSG00000057663	546	612
ENSG00000057704	223	261
ENSG00000057757	621	618
ENSG00000057935	686	777
ENSG00000058056	3703	3165
ENSG00000058063	1686	1780
ENSG00000058085	158	118
ENSG00000058091	1568	1343
ENSG00000058262	2249	2543
ENSG00000058272	2832	3152
ENSG00000058335	14	5
ENSG00000058404	4280	4032
ENSG00000058453	588	816
ENSG00000058600	953	1140
ENSG00000058668	12142	9455
ENSG00000058673	19	34
ENSG00000058729	391	491
ENSG00000058799	288	272
ENSG00000058804	321	339
ENSG00000058866	770	835
ENSG00000059122	1253	1625
ENSG00000059145	408	555
ENSG00000059377	142	196
ENSG00000059378	288	386
ENSG00000059573	439	524
ENSG00000059588	981	922
ENSG00000059691	1533	1574
ENSG00000059728	371	415
ENSG00000059758	766	815
ENSG00000059769	130	126
ENSG00000059804	1213	326
ENSG00000059915	89	88
ENSG00000060069	191	152
ENSG00000060138	4213	3429
ENSG00000060140	0	2
ENSG00000060237	19766	20550
ENSG00000060303	0	0
ENSG00000060339	1290	1520
ENSG00000060491	727	806
ENSG00000060558	23	40
ENSG00000060566	0	0
ENSG00000060642	237	252
ENSG00000060656	905	877
ENSG00000060688	453	555
ENSG00000060709	3	7
ENSG00000060718	0	2
ENSG00000060749	1631	1723
ENSG00000060762	2559	2503
ENSG00000060971	1165	1200
ENSG00000060982	170	177
ENSG00000061273	1699	2162
ENSG00000061337	67	86
ENSG00000061455	96	106
ENSG00000061492	0	4
ENSG00000061656	83	106
ENSG00000061676	5984	6674
ENSG00000061794	799	918
ENSG00000061918	439	386
ENSG00000061936	1214	1386
ENSG00000061938	2911	1922
ENSG00000061987	2015	2665
ENSG00000062038	6	12
ENSG00000062096	0	0
ENSG00000062194	1761	2062
ENSG00000062282	237	656
ENSG00000062370	245	254
ENSG00000062485	8207	9683
ENSG00000062524	180	70
ENSG00000062582	6	9
ENSG00000062598	984	958
ENSG00000062650	1586	1904
ENSG00000062716	1291	1085
ENSG00000062725	986	1240
ENSG00000062822	154	193
ENSG00000063015	77	101
ENSG00000063046	8287	9205
ENSG00000063127	167	306
ENSG00000063169	324	338
ENSG00000063176	184	406
ENSG00000063177	2712	3100
ENSG00000063180	161	159
ENSG00000063241	570	625
ENSG00000063244	1398	1595
ENSG00000063245	2565	2553
ENSG00000063322	671	787
ENSG00000063438	2	3
ENSG00000063515	0	0
ENSG00000063587	554	603
ENSG00000063601	640	691
ENSG00000063660	2635	3009
ENSG00000063761	298	268
ENSG00000063854	1476	1566
ENSG00000063978	723	884
ENSG00000064012	156	210
ENSG00000064042	9392	8346
ENSG00000064102	352	446
ENSG00000064115	666	778
ENSG00000064195	9	2
ENSG00000064199	30	26
ENSG00000064201	448	480
ENSG00000064205	1022	1507
ENSG00000064218	0	0
ENSG00000064225	789	641
ENSG00000064270	10	22
ENSG00000064300	505	480
ENSG00000064309	1665	1370
ENSG00000064313	795	966
ENSG00000064393	13303	12740
ENSG00000064419	1347	1422
ENSG00000064489	2	6
ENSG00000064490	221	278
ENSG00000064545	473	436
ENSG00000064547	12	17
ENSG00000064601	1287	1584
ENSG00000064607	2537	2756
ENSG00000064651	564	797
ENSG00000064652	173	198
ENSG00000064655	95	243
ENSG00000064666	723	1071
ENSG00000064687	266	245
ENSG00000064692	118	135
ENSG00000064703	354	420
ENSG00000064726	3069	3183
ENSG00000064763	560	584
ENSG00000064787	6	8
ENSG00000064835	3	2
ENSG00000064886	44	295
ENSG00000064932	24	31
ENSG00000064933	321	442
ENSG00000064961	344	352
ENSG00000064989	810	1656
ENSG00000064995	665	854
ENSG00000064999	2200	2464
ENSG00000065000	3158	3551
ENSG00000065029	1087	1135
ENSG00000065054	1629	3085
ENSG00000065057	175	334
ENSG00000065060	2000	2378
ENSG00000065135	804	985
ENSG00000065150	3641	4023
ENSG00000065154	764	919
ENSG00000065183	599	762
ENSG00000065243	1531	1780
ENSG00000065268	258	268
ENSG00000065308	1029	992
ENSG00000065320	6140	6560
ENSG00000065325	37	64
ENSG00000065328	1	3
ENSG00000065357	271	374
ENSG00000065361	861	525
ENSG00000065371	14	11
ENSG00000065413	655	938
ENSG00000065427	1838	1935
ENSG00000065457	501	441
ENSG00000065485	194	159
ENSG00000065491	324	357
ENSG00000065518	2450	2332
ENSG00000065526	3938	5277
ENSG00000065534	1854	1572
ENSG00000065548	900	1033
ENSG00000065559	849	927
ENSG00000065600	86	135
ENSG00000065609	7	3
ENSG00000065613	2962	3346
ENSG00000065615	399	445
ENSG00000065618	44	65
ENSG00000065621	220	119
ENSG00000065665	356	344
ENSG00000065675	19	37
ENSG00000065717	1424	1584
ENSG00000065802	2226	2408
ENSG00000065809	249	308
ENSG00000065833	1088	1303
ENSG00000065882	3657	3089
ENSG00000065883	2252	2883
ENSG00000065911	153	213
ENSG00000065923	597	769
ENSG00000065970	1162	1432
ENSG00000065978	7311	7004
ENSG00000065989	321	353
ENSG00000066027	1460	1933
ENSG00000066032	7	7
ENSG00000066044	923	1110
ENSG00000066056	1442	1689
ENSG00000066084	1421	1534
ENSG00000066117	594	674
ENSG00000066135	396	480
ENSG00000066136	1690	1682
ENSG00000066185	28	29
ENSG00000066230	65	26
ENSG00000066248	42	34
ENSG00000066279	38	52
ENSG00000066294	131	182
ENSG00000066322	483	574
ENSG00000066336	107	118
ENSG00000066379	3	0
ENSG00000066382	125	138
ENSG00000066405	57	68
ENSG00000066422	696	820
ENSG00000066427	824	1057
ENSG00000066455	698	894
ENSG00000066468	164	286
ENSG00000066557	296	358
ENSG00000066583	1404	1550
ENSG00000066629	1368	1351
ENSG00000066651	460	578
ENSG00000066654	1096	1488
ENSG00000066697	198	191
ENSG00000066735	664	700
ENSG00000066739	2076	2297
ENSG00000066777	2504	2687
ENSG00000066813	0	3
ENSG00000066827	369	432
ENSG00000066855	291	362
ENSG00000066923	172	164
ENSG00000066926	825	875
ENSG00000066933	3087	3597
ENSG00000067048	1612	1779
ENSG00000067057	2348	1761
ENSG00000067064	418	435
ENSG00000067066	1569	2078
ENSG00000067082	1479	1397
ENSG00000067113	750	1108
ENSG00000067141	1381	1286
ENSG00000067167	1133	1329
ENSG00000067177	865	857
ENSG00000067182	838	1200
ENSG00000067191	133	125
ENSG00000067208	1738	1926
ENSG00000067221	323	376
ENSG00000067225	16983	18330
ENSG00000067248	1043	1228
ENSG00000067334	992	1007
ENSG00000067365	537	571
ENSG00000067369	2438	2624
ENSG00000067445	263	369
ENSG00000067533	514	737
ENSG00000067560	1598	1704
ENSG00000067596	1021	1331
ENSG00000067601	0	0
ENSG00000067606	285	368
ENSG00000067646	448	557
ENSG00000067704	2410	2593
ENSG00000067715	9	10
ENSG00000067798	580	787
ENSG00000067829	950	1208
ENSG00000067836	427	452
ENSG00000067840	158	263
